event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_11,11,1850048,1320,1329,02:04.0,02:04.9,2,4,0.9,1,2,right_to_left,1,off_ball_run,2,coming_short,815172,H. Stainbrook,12,LM,59727,C. Krueger,8,RB,2333,Washington,21.28,-4.03,3,center,3,attacking_third,False,18.63,-6.78,3,center,3,attacking_third,False,8_25,1316,3,drawing,0,0,12,2,finish,8,low_block,False,False,3.41,-133.94,4,sideway_right,False,False,15.24,2,running,8.56,8.11,-0.45,34.97,32.91,13.69,14.28,0.59,17.53,19.59,2.06,True,True,3,ahead,3,ahead,27.57,22.97,12.17,-30.05,5,wide_right,2,middle_third,False,10.5,-28.26,5,wide_right,2,middle_third,False,False,False,,False,False,0.0039,0.9404,0.916,True,True,0,False,,,,True,6,6,0,True,True,
1_12,12,1850048,1374,1382,02:09.4,02:10.2,2,9,0.8,1,2,right_to_left,1,off_ball_run,4,dropping_off,22730,G. Carle,2,LB,57072,E. Morgan,4,LCB,2333,Washington,8.44,19.92,2,half_space_left,2,middle_third,False,5.35,21.41,1,wide_left,2,middle_third,False,8_27,1379,3,drawing,0,0,13,1,create,9,medium_block,False,False,3.43,154.26,2,backward,True,False,15.36,2,running,9.24,9.41,0.17,24.16,23.51,15.72,18.16,2.44,28.34,28.99,0.65,False,False,3,ahead,3,ahead,25.73,24.53,-5.47,-1.73,3,center,2,middle_third,False,-4.92,-0.87,3,center,2,middle_third,False,False,False,,False,False,0.0012,0.9877,0.6521,True,True,0,False,,,,True,9,7,-2,True,True,
1_13,13,1850048,1437,1461,02:15.7,02:18.1,2,15,2.4,1,2,right_to_left,1,off_ball_run,1,behind,62527,A. Hatch,19,CF,815174,M. Morris,16,LW,2333,Washington,23.05,4.49,3,center,3,attacking_third,False,35.92,4.39,3,center,3,attacking_third,False,8_29,1425,3,drawing,0,0,14,2,finish,8,low_block,True,False,12.96,-0.45,1,forward,False,False,19.24,2,running,3.83,1.96,-1.87,25.43,37.38,2.38,1.46,-0.92,27.07,15.12,-11.95,True,True,3,ahead,3,ahead,10.01,10.76,17.06,12.51,2,half_space_left,2,middle_third,False,29.29,12.86,2,half_space_left,3,attacking_third,False,True,False,,True,True,0.0809,0.3782,0.88,True,True,1,False,True,True,False,True,2,3,1,True,True,
1_14,14,1850048,1438,1454,02:15.8,02:17.4,2,15,1.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,815173,C. Brown,19,CF,815174,M. Morris,16,LW,2333,Washington,20.8,0.06,3,center,3,attacking_third,False,28.33,0.6,3,center,3,attacking_third,False,8_29,1425,3,drawing,0,0,14,2,finish,8,low_block,True,False,7.59,4.1,1,forward,False,False,16.95,2,running,3.51,5.16,1.64,25.86,34.37,5.06,6.04,0.98,26.64,18.13,-8.51,True,True,3,ahead,2,same_line,12.97,12.79,17.59,12.63,2,half_space_left,3,attacking_third,False,26.44,13.25,2,half_space_left,3,attacking_third,False,False,False,,True,True,0.0522,0.566,0.8952,True,False,1,False,,,,False,3,3,0,True,True,
1_15,15,1850048,1879,1915,02:59.9,03:03.5,2,59,3.6,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,62447,R. Kundananji,16,LW,22402,A. Oshoala,19,CF,3485,Bay,18.96,-8.79,3,center,3,attacking_third,False,34.04,-11.39,4,half_space_right,3,attacking_third,False,8_34,1909,3,drawing,0,0,17,5,chaotic,5,chaotic,True,False,17.91,-9.78,1,forward,False,False,17.8,2,running,4.09,0.87,-3.22,23.06,36.34,4.1,2.3,-1.8,29.44,16.16,-13.28,True,True,3,ahead,2,same_line,24.15,19.41,12.33,-32.01,5,wide_right,2,middle_third,False,34.34,-30.8,5,wide_right,3,attacking_third,False,True,True,False,True,True,0.0365,0.3664,0.7668,True,True,1,False,,,,True,3,2,-1,True,True,True
1_16,16,1850048,1888,1919,03:00.8,03:03.9,3,0,3.1,1,1,left_to_right,1,off_ball_run,9,support,156498,R. Hill,17,RW,22402,A. Oshoala,19,CF,3485,Bay,16.56,-26.56,5,wide_right,2,middle_third,False,32.33,-18.26,4,half_space_right,3,attacking_third,False,8_34,1909,3,drawing,0,0,17,5,chaotic,5,chaotic,True,False,17.57,27.76,1,forward,False,True,20.98,3,hsr,0.88,5.91,5.03,25.52,36.97,8.96,4.64,-4.32,26.98,15.53,-11.45,True,True,2,same_line,2,same_line,5.11,12.64,17.01,-31.65,5,wide_right,2,middle_third,False,35.32,-30.54,5,wide_right,3,attacking_third,False,False,False,,False,False,0.018,0.7945,0.9124,True,True,1,False,,,,True,3,3,0,True,True,
1_17,17,1850048,2613,2657,04:13.3,04:17.7,4,13,4.4,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,815173,C. Brown,19,CF,119153,T. Rodman,17,RW,2333,Washington,6.35,-25.38,5,wide_right,2,middle_third,False,24.87,-27.51,5,wide_right,3,attacking_third,False,8_44,2610,3,drawing,0,0,22,5,chaotic,5,chaotic,False,False,22.58,-6.56,1,forward,False,False,18.39,2,running,1.97,4.83,2.86,14.8,25.52,8.45,0.65,-7.8,37.7,26.98,-10.72,True,False,2,same_line,3,ahead,7.61,12.1,3.82,-32.56,5,wide_right,2,middle_third,False,17.53,-17.89,4,half_space_right,3,attacking_third,False,False,False,,False,False,0.0036,0.6874,0.8648,True,True,1,False,,,,True,3,5,2,True,True,
1_18,18,1850048,2648,2655,04:16.8,04:17.5,4,16,0.7,1,2,right_to_left,1,off_ball_run,9,support,815172,H. Stainbrook,12,LM,119153,T. Rodman,17,RW,2333,Washington,10.4,-7.72,3,center,2,middle_third,False,12.65,-5.76,3,center,2,middle_third,False,8_44,2610,3,drawing,0,0,22,5,chaotic,5,chaotic,False,False,2.57,41.06,1,forward,False,False,15.26,2,running,4.76,5.61,0.85,23.97,25.34,13.57,12.69,-0.88,28.53,27.16,-1.37,True,True,1,behind,1,behind,15.04,13.55,14.38,-22.22,5,wide_right,2,middle_third,False,16.98,-18.6,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0035,0.8562,0.7933,True,False,1,False,,,,True,7,7,0,True,True,
1_19,19,1850048,2673,2699,04:19.3,04:21.9,4,19,2.6,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,156498,R. Hill,17,RW,151607,A. Malonson,2,LB,3485,Bay,-7.1,-2.0,3,center,2,middle_third,False,6.69,-0.23,3,center,2,middle_third,False,8_46,2669,3,drawing,0,0,23,5,chaotic,5,chaotic,False,False,13.92,7.31,1,forward,False,False,19.26,2,running,8.97,6.71,-2.26,2.23,12.65,9.33,5.96,-3.37,50.27,39.85,-10.42,True,False,3,ahead,3,ahead,21.12,23.74,-13.3,18.19,2,half_space_left,2,middle_third,False,-8.22,18.25,2,half_space_left,2,middle_third,False,False,False,,True,False,0.0293,0.7892,0.8609,True,True,3,False,,,,True,2,3,1,True,True,
1_20,20,1850048,2675,2699,04:19.5,04:21.9,4,19,2.4,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,62447,R. Kundananji,16,LW,151607,A. Malonson,2,LB,3485,Bay,-9.79,23.23,1,wide_left,2,middle_third,False,3.62,24.31,1,wide_left,2,middle_third,False,8_46,2669,3,drawing,0,0,23,5,chaotic,5,chaotic,False,False,13.49,4.6,1,forward,False,False,20.18,3,hsr,6.35,2.25,-4.1,2.49,12.65,12.28,9.03,-3.25,50.01,39.85,-10.16,True,False,3,ahead,3,ahead,6.05,13.3,-12.94,18.07,2,half_space_left,2,middle_third,False,-8.22,18.25,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0088,0.8165,0.6873,True,True,3,False,,,,True,3,5,2,True,True,
1_21,21,1850048,2680,2699,04:20.0,04:21.9,4,20,1.9,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,149952,T. Boade,15,AM,151607,A. Malonson,2,LB,3485,Bay,-10.07,12.1,2,half_space_left,2,middle_third,False,-0.55,10.93,2,half_space_left,2,middle_third,False,8_46,2669,3,drawing,0,0,23,5,chaotic,5,chaotic,False,False,9.05,-7.01,1,forward,False,False,18.17,2,running,2.44,3.69,1.25,3.48,12.65,13.55,13.2,-0.35,49.02,39.85,-9.17,True,True,2,same_line,3,ahead,6.15,10.6,-12.07,17.92,2,half_space_left,2,middle_third,False,-8.22,18.25,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0102,0.8007,0.8224,True,True,3,False,,,,True,4,5,1,True,True,
1_22,22,1850048,2682,2699,04:20.2,04:21.9,4,20,1.7,1,1,left_to_right,1,off_ball_run,1,behind,22402,A. Oshoala,19,CF,151607,A. Malonson,2,LB,3485,Bay,1.74,10.47,2,half_space_left,2,middle_third,False,12.17,11.88,2,half_space_left,2,middle_third,False,8_46,2669,3,drawing,0,0,23,5,chaotic,5,chaotic,False,False,9.75,7.7,1,forward,False,False,22.25,3,hsr,2.89,1.31,-1.58,4.01,12.65,2.27,0.48,-1.79,48.49,39.85,-8.64,True,True,3,ahead,3,ahead,15.32,21.36,-11.62,17.96,2,half_space_left,2,middle_third,False,-8.22,18.25,2,half_space_left,2,middle_third,False,True,False,,True,True,0.03,0.43,0.9061,True,True,3,False,True,False,False,True,2,2,0,True,True,
1_23,23,1850048,2740,2753,04:26.0,04:27.3,4,26,1.3,1,2,right_to_left,1,off_ball_run,4,dropping_off,149990,T. McKeown,6,RCB,62526,A. Kingsbury,1,GK,2333,Washington,-40.85,-17.09,4,half_space_right,1,defensive_third,False,-46.26,-19.9,4,half_space_right,1,defensive_third,False,8_48,2755,3,drawing,0,0,26,6,direct,15,defending_direct,False,False,5.76,-152.55,2,backward,False,False,17.1,2,running,1.59,5.45,3.86,3.95,1.62,44.8,47.88,3.08,48.55,50.88,2.33,False,False,3,ahead,3,ahead,14.33,12.28,-49.49,-5.66,3,center,1,defensive_third,False,-50.08,-8.23,3,center,1,defensive_third,False,False,False,,False,False,0.0001,0.9386,0.7794,True,True,0,False,,,,True,10,10,0,True,True,
1_24,24,1850048,2812,2830,04:33.2,04:35.0,4,33,1.8,1,2,right_to_left,1,off_ball_run,2,coming_short,815174,M. Morris,16,LW,22730,G. Carle,2,LB,2333,Washington,-16.83,5.41,3,center,2,middle_third,False,-24.48,9.39,2,half_space_left,1,defensive_third,False,8_49,2813,3,drawing,0,0,28,0,build_up,10,high_block,False,False,8.64,152.51,2,backward,True,False,17.19,2,running,4.18,4.98,0.8,-2.95,-3.63,13.88,20.85,6.97,55.45,56.13,0.68,True,True,3,ahead,3,ahead,16.91,6.3,-33.74,5.46,3,center,1,defensive_third,False,-30.1,6.55,3,center,1,defensive_third,False,False,False,,False,False,0.0006,0.6831,0.9137,True,True,0,False,,,,True,5,4,-1,True,True,
1_25,25,1850048,2881,2918,04:40.1,04:43.8,4,40,3.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,62527,A. Hatch,19,CF,59727,C. Krueger,8,RB,2333,Washington,-19.8,-9.75,4,half_space_right,1,defensive_third,False,-2.29,-16.21,4,half_space_right,2,middle_third,False,8_52,2909,3,drawing,0,0,28,0,build_up,10,high_block,False,False,18.62,-20.25,1,forward,False,False,18.43,2,running,4.49,4.32,-0.18,-1.37,4.07,18.43,6.36,-12.07,53.87,48.43,-5.44,True,True,3,ahead,3,ahead,9.37,29.07,-27.69,-14.81,4,half_space_right,1,defensive_third,False,-26.61,-32.13,5,wide_right,1,defensive_third,False,False,False,,False,True,0.0036,0.433,0.7935,True,True,1,False,,,,True,4,5,1,True,True,
1_26,26,1850048,2902,2928,04:42.2,04:44.8,4,42,2.6,1,2,right_to_left,1,off_ball_run,2,coming_short,815173,C. Brown,19,CF,59727,C. Krueger,8,RB,2333,Washington,-12.2,-8.37,3,center,2,middle_third,False,-10.11,-18.75,4,half_space_right,2,middle_third,False,8_52,2909,3,drawing,0,0,28,0,build_up,10,high_block,False,False,11.35,-78.62,4,sideway_right,True,False,15.68,2,running,4.9,5.69,0.79,2.22,4.36,14.42,14.47,0.05,50.28,48.14,-2.14,True,True,3,ahead,3,ahead,25.26,19.55,-28.93,-27.29,5,wide_right,1,defensive_third,False,-25.03,-31.38,5,wide_right,1,defensive_third,False,False,False,,False,False,0.0006,0.925,0.8969,True,False,1,False,,,,False,5,5,0,True,True,
1_27,27,1850048,3000,3007,04:52.0,04:52.7,4,52,0.7,1,2,right_to_left,1,off_ball_run,6,pulling_half_space,815174,M. Morris,16,LW,22730,G. Carle,2,LB,2333,Washington,2.95,9.92,2,half_space_left,2,middle_third,False,4.25,12.96,2,half_space_left,2,middle_third,False,8_54,3002,3,drawing,0,0,29,1,create,9,medium_block,False,False,2.9,66.85,3,sideway_left,False,False,16.78,2,running,4.33,4.32,-0.01,4.17,6.12,1.22,1.87,0.65,48.33,46.38,-1.95,False,False,3,ahead,3,ahead,14.91,12.91,-8.83,19.06,2,half_space_left,2,middle_third,False,-7.36,18.61,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0068,0.6544,0.9692,True,True,1,False,,,,True,2,3,1,True,True,
1_28,28,1850048,3002,3012,04:52.2,04:53.2,4,52,1.0,1,2,right_to_left,1,off_ball_run,2,coming_short,815172,H. Stainbrook,12,LM,22730,G. Carle,2,LB,2333,Washington,-14.33,4.33,3,center,2,middle_third,False,-12.47,8.28,3,center,2,middle_third,False,8_54,3002,3,drawing,0,0,29,1,create,9,medium_block,False,False,4.39,64.78,3,sideway_left,False,False,15.78,2,running,6.69,7.04,0.34,4.73,7.35,19.06,19.82,0.76,47.77,45.15,-2.62,True,False,1,behind,1,behind,15.8,11.26,-8.28,18.93,2,half_space_left,2,middle_third,False,-7.18,18.22,2,half_space_left,2,middle_third,False,True,False,,False,False,0.0008,0.9249,0.0924,False,False,1,False,,,,False,8,8,0,True,True,
1_29,29,1850048,3048,3075,04:56.8,04:59.5,4,56,2.7,1,1,left_to_right,1,off_ball_run,1,behind,156498,R. Hill,17,RW,149991,D. Bailey,11,RDM,3485,Bay,14.1,-16.04,4,half_space_right,2,middle_third,False,28.02,-16.93,4,half_space_right,3,attacking_third,False,8_57,3057,3,drawing,0,0,30,3,quick_break,12,defending_quick_break,False,False,13.59,-3.66,1,forward,False,False,18.59,2,running,1.88,6.43,4.55,21.46,28.48,7.36,0.46,-6.9,31.04,24.02,-7.02,True,False,3,ahead,3,ahead,6.16,11.02,7.94,-15.85,4,half_space_right,2,middle_third,False,18.24,-11.85,4,half_space_right,3,attacking_third,False,False,False,,True,False,0.0256,0.6869,0.8873,True,True,1,False,True,False,False,True,2,5,3,True,True,
1_30,30,1850048,3065,3074,04:58.5,04:59.4,4,58,0.9,1,1,left_to_right,1,off_ball_run,9,support,151104,C. Dydasco,8,RB,149991,D. Bailey,11,RDM,3485,Bay,12.02,-26.21,5,wide_right,2,middle_third,False,15.71,-27.34,5,wide_right,2,middle_third,False,8_57,3057,3,drawing,0,0,30,3,quick_break,12,defending_quick_break,False,False,3.44,-17.03,1,forward,False,False,15.39,2,running,5.33,7.77,2.44,25.14,28.14,13.12,12.43,-0.69,27.36,24.36,-3.0,False,False,2,same_line,2,same_line,12.49,15.47,14.17,-13.91,4,half_space_right,2,middle_third,False,17.79,-12.01,4,half_space_right,3,attacking_third,False,True,False,,False,False,0.0051,0.7666,0.3011,False,False,1,False,,,,False,7,8,1,True,True,
