event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,high_pass,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_passing_options,passing_option_at_pass_moment,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched,fully_extrapolated
7_465,465,1846146,12217,12236,20:13.7,20:15.6,20,13,1.9,1,1,left_to_right,7,passing_option,57146,C. Roccaro,6,RCB,816413,H. Anderson,4,LCB,2337,Chicago RS,-17.82,-5.72,3,center,2,middle_third,FALSE,-18.5,-8.31,3,center,1,defensive_third,FALSE,8_200,12217,,,,3,drawing,0,0,98,1,create,9,medium_block,FALSE,FALSE,2.57,-104.71,4,sideway_right,FALSE,FALSE,5.09,1,jogging,15.7,17.77,2.07,16.61,15.75,34.43,34.25,-0.18,38.39,39.25,0.86,FALSE,FALSE,FALSE,TRUE,424,3,FALSE,,,FALSE,,,FALSE,,,,,,,22.94,2,medium,-97.54,4,sideway_right,21.55,2,medium,-97.52,4,sideway_right,FALSE,10,10,0,2,same_line,1,behind,24.31,22.94,-16.17,18.53,2,half_space_left,2,middle_third,FALSE,-15.49,14.43,2,half_space_left,2,middle_third,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.0002,0.9986,0.9896,TRUE,12236,TRUE,0,TRUE,TRUE,TRUE,TRUE,FALSE
7_466,466,1846146,12256,12272,20:17.6,20:19.2,20,17,1.6,1,1,left_to_right,7,passing_option,57112,N. Kuikka,8,RB,57146,C. Roccaro,6,RCB,2337,Chicago RS,-7.97,-25.12,5,wide_right,2,middle_third,FALSE,-9.66,-28.53,5,wide_right,2,middle_third,FALSE,8_201,12256,,,,3,drawing,0,0,98,1,create,9,medium_block,FALSE,FALSE,4.1,-116.36,4,sideway_right,FALSE,FALSE,9.24,1,jogging,10.92,10.14,-0.78,15.39,15.58,23.36,25.24,1.88,39.61,39.42,-0.19,FALSE,FALSE,FALSE,TRUE,424,3,FALSE,,,FALSE,,,FALSE,,,,,,,16.88,2,medium,-66.99,4,sideway_right,14.58,1,short,-54.91,4,sideway_right,TRUE,10,10,0,3,ahead,3,ahead,18.6,16.88,-18.51,-9.8,4,half_space_right,1,defensive_third,FALSE,-16.26,-12.99,4,half_space_right,2,middle_third,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.0002,0.997,0.9924,TRUE,12272,TRUE,0,TRUE,TRUE,TRUE,TRUE,FALSE
7_467,467,1846146,12284,12298,20:20.4,20:21.8,20,20,1.4,1,1,left_to_right,7,passing_option,57146,C. Roccaro,6,RCB,57112,N. Kuikka,8,RB,2337,Chicago RS,-18.04,-16.6,4,half_space_right,2,middle_third,FALSE,-22.76,-17.69,4,half_space_right,1,defensive_third,FALSE,8_202,12284,,,,3,drawing,0,0,98,1,create,9,medium_block,FALSE,FALSE,4.99,-167,2,backward,FALSE,FALSE,12.8,1,jogging,15.67,17.26,1.59,15.65,14.72,33.69,37.48,3.79,39.35,40.28,0.93,FALSE,FALSE,FALSE,TRUE,424,3,FALSE,,,FALSE,,,FALSE,,,,,,,12.74,1,short,143.78,2,backward,13.16,1,short,144.15,2,backward,FALSE,10,10,0,1,behind,1,behind,12.65,12.74,-12.13,-27.78,5,wide_right,2,middle_third,FALSE,-12.48,-25.22,5,wide_right,2,middle_third,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.0001,0.9969,0.9614,TRUE,12298,TRUE,1,TRUE,TRUE,TRUE,TRUE,FALSE
7_468,468,1846146,12290,12297,20:21.0,20:21.7,20,21,0.7,1,1,left_to_right,7,passing_option,627434,A. Schlegel,15,AM,57112,N. Kuikka,8,RB,2337,Chicago RS,5.52,-16.65,4,half_space_right,2,middle_third,FALSE,3.25,-17.67,4,half_space_right,2,middle_third,FALSE,8_202,12284,,,,3,drawing,0,0,98,1,create,9,medium_block,FALSE,FALSE,2.16,-155.8,2,backward,FALSE,FALSE,,,,1.89,2.68,0.79,15.42,14.81,9.9,11.56,1.66,39.58,40.19,0.61,TRUE,TRUE,,TRUE,424,3,TRUE,1,through,FALSE,,,FALSE,,,1,first,1,through,19.34,2,medium,27.07,1,forward,,,,,,,TRUE,10,6,4,3,ahead,3,ahead,20.68,17.54,-12.63,-26.57,5,wide_right,2,middle_third,FALSE,-12.53,-25.33,5,wide_right,2,middle_third,FALSE,FALSE,FALSE,,FALSE,FALSE,0.0008,0.9237,0.701,TRUE,12293,FALSE,1,TRUE,TRUE,TRUE,,FALSE
7_469,469,1846146,12315,12320,20:23.5,20:24.0,20,23,0.5,1,1,left_to_right,7,passing_option,816413,H. Anderson,4,LCB,57146,C. Roccaro,6,RCB,2337,Chicago RS,-18.52,10.73,2,half_space_left,1,defensive_third,FALSE,-19.05,11.1,2,half_space_left,1,defensive_third,FALSE,8_203,12315,,,,3,drawing,0,0,99,6,direct,15,defending_direct,FALSE,FALSE,0.52,145.08,2,backward,FALSE,FALSE,4.66,1,jogging,13.85,12.93,-0.92,12.27,11.54,30.79,30.59,-0.2,42.73,43.46,0.73,FALSE,FALSE,,TRUE,424,3,FALSE,,,FALSE,,,FALSE,,,,,,,27.21,2,medium,77.97,3,sideway_left,,,,,,,TRUE,10,10,0,3,ahead,3,ahead,27.21,27.1,-24.19,-15.88,4,half_space_right,1,defensive_third,FALSE,-23.52,-15.63,4,half_space_right,1,defensive_third,FALSE,FALSE,FALSE,,FALSE,FALSE,0.0001,0.9985,0.7952,TRUE,12315,TRUE,1,FALSE,TRUE,TRUE,,FALSE
7_470,470,1846146,12321,12357,20:24.1,20:27.7,20,24,3.6,1,1,left_to_right,7,passing_option,57112,N. Kuikka,8,RB,57146,C. Roccaro,6,RCB,2337,Chicago RS,-12.38,-25.68,5,wide_right,2,middle_third,FALSE,-9.09,-29.67,5,wide_right,2,middle_third,FALSE,8_203,12315,,,,3,drawing,0,0,99,6,direct,15,defending_direct,FALSE,FALSE,6.86,-50.49,4,sideway_right,FALSE,FALSE,6.89,1,jogging,8.02,10.48,2.47,11.45,14.49,23.83,23.58,-0.25,43.55,40.51,-3.04,FALSE,FALSE,,TRUE,424,3,FALSE,,,FALSE,,,FALSE,,,,,,,12.27,1,short,-79.67,4,sideway_right,,,,,,,FALSE,10,9,1,3,ahead,2,same_line,14.88,12.3,-23.34,-15.61,4,half_space_right,1,defensive_third,FALSE,-11.29,-17.57,4,half_space_right,2,middle_third,FALSE,FALSE,FALSE,,FALSE,FALSE,0.001,0.9894,0.8933,TRUE,12356,FALSE,7,TRUE,TRUE,TRUE,,FALSE
7_471,471,1846146,12346,12357,20:26.6,20:27.7,20,26,1.1,1,1,left_to_right,7,passing_option,627434,A. Schlegel,15,AM,57146,C. Roccaro,6,RCB,2337,Chicago RS,-0.19,-19.72,4,half_space_right,2,middle_third,FALSE,0.37,-19.75,4,half_space_right,2,middle_third,FALSE,8_203,12315,,,,3,drawing,0,0,99,6,direct,15,defending_direct,FALSE,FALSE,0.49,-3.07,1,forward,FALSE,FALSE,1.96,1,jogging,3.98,3.74,-0.24,12.14,14.49,12.33,14.12,1.79,42.86,40.51,-2.35,TRUE,TRUE,,TRUE,424,3,TRUE,1,through,FALSE,,,FALSE,,,1,first,1,through,12.44,1,short,-10.09,1,forward,,,,,,,TRUE,10,6,4,3,ahead,3,ahead,15.51,11.86,-15.45,-16.93,4,half_space_right,2,middle_third,FALSE,-11.29,-17.57,4,half_space_right,2,middle_third,FALSE,FALSE,FALSE,,FALSE,FALSE,0.0016,0.9309,0.7197,TRUE,12355,FALSE,6,TRUE,TRUE,TRUE,,FALSE
7_472,472,1846146,12346,12357,20:26.6,20:27.7,20,26,1.1,1,1,left_to_right,7,passing_option,817610,J. Joseph,17,RW,57146,C. Roccaro,6,RCB,2337,Chicago RS,7.08,-8.25,3,center,2,middle_third,FALSE,6.36,-9.15,3,center,2,middle_third,FALSE,8_203,12315,,,,3,drawing,0,0,99,6,direct,15,defending_direct,FALSE,FALSE,1.03,-128.66,4,sideway_right,FALSE,FALSE,,,,4.41,4.59,0.18,12.14,14.49,5.06,8.13,3.07,42.86,40.51,-2.35,TRUE,TRUE,,TRUE,424,3,TRUE,1,through,TRUE,1,through,FALSE,,,2,second_last,1,through,21.33,2,medium,23.96,1,forward,,,,,,,TRUE,10,4,6,3,ahead,3,ahead,24.14,19.56,-15.45,-16.93,4,half_space_right,2,middle_third,FALSE,-11.29,-17.57,4,half_space_right,2,middle_third,FALSE,FALSE,FALSE,,FALSE,FALSE,0.0026,0.9458,0.8684,TRUE,12353,FALSE,6,TRUE,TRUE,TRUE,,FALSE
7_473,473,1846146,12352,12357,20:27.2,20:27.7,20,27,0.5,1,1,left_to_right,7,passing_option,151149,S. Groom,16,LW,57146,C. Roccaro,6,RCB,2337,Chicago RS,12.71,9.02,3,center,2,middle_third,FALSE,13.7,7.51,3,center,2,middle_third,FALSE,8_203,12315,1_75,1,behind,3,drawing,0,0,99,6,direct,15,defending_direct,FALSE,FALSE,1.4,-56.75,4,sideway_right,FALSE,FALSE,,,,0.69,3.43,2.75,13.17,14.49,0.46,0.79,0.33,41.83,40.51,-1.32,FALSE,TRUE,TRUE,TRUE,424,3,TRUE,1,through,TRUE,1,through,FALSE,,,2,second_last,1,through,35.4,3,long,45.1,3,sideway_left,29.91,2,medium,49.26,3,sideway_left,TRUE,10,2,8,3,ahead,3,ahead,36.98,35.4,-13.17,-17.4,4,half_space_right,2,middle_third,FALSE,-11.29,-17.57,4,half_space_right,2,middle_third,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0144,0.4521,0.8858,TRUE,12357,FALSE,6,TRUE,TRUE,TRUE,TRUE,TRUE
7_474,474,1846146,12356,12357,20:27.6,20:27.7,20,27,0.1,1,1,left_to_right,7,passing_option,22810,M. Swanson,19,CF,57146,C. Roccaro,6,RCB,2337,Chicago RS,7.09,-30.32,5,wide_right,2,middle_third,FALSE,7.15,-30.46,5,wide_right,2,middle_third,FALSE,8_203,12315,,,,3,drawing,0,0,99,6,direct,15,defending_direct,FALSE,FALSE,0.55,-70.02,4,sideway_right,FALSE,FALSE,,,,6.4,6.55,0.15,14.18,14.49,7.09,7.34,0.25,40.82,40.51,-0.31,FALSE,FALSE,,TRUE,424,3,TRUE,2,around,FALSE,,,FALSE,,,1,first,2,around,22.67,2,medium,-34.25,1,forward,,,,,,,TRUE,10,4,6,3,ahead,3,ahead,22.67,22.5,-11.65,-17.56,4,half_space_right,2,middle_third,FALSE,-11.29,-17.57,4,half_space_right,2,middle_third,FALSE,FALSE,FALSE,,FALSE,FALSE,0.0014,0.9583,0.6273,TRUE,12356,FALSE,6,TRUE,TRUE,TRUE,,TRUE
