event_id,player_in_possession_id,player_in_possession_name,player_id,player_name,frame_start,x_start,y_start,player_in_possession_x_start,player_in_possession_y_start,pass_distance,interplayer_distance,interplayer_angle,trajectory_angle,pass_angle,n_opponents_ahead_pass_reception,n_opponents_bypassed,delta_to_last_defensive_line_start,separation_start,defensive_structure,inside_defensive_shape_end,dangerous,difficult_pass_target,risk_score,team_id,team_class
7_242,627434,A. Schlegel,57112,N. Kuikka,6373,45.56,-35.24,48.43,-26.92,8.46,8.8,-109.03,86.05,-118.59,4,-3,4.82,5.42,,False,False,True,43.230999999999995,2337,Team 2
7_258,22810,M. Swanson,22723,J. Grosso,7552,-36.39,-4.04,-37.76,-10.73,5.38,6.83,78.43,-50.55,71.57,5,0,25.58,2.34,,True,False,False,47.991,2337,Team 2
7_263,441597,E. Madril Sams,149954,K. Strom,7650,7.37,2.28,3.41,23.11,10.19,13.52,-116.3,163.74,-103.68,10,0,25.34,9.45,4231.0,False,False,False,74.209,2334,Team 1
7_267,149954,K. Strom,441597,E. Madril Sams,7697,-3.71,15.79,-7.45,4.12,12.22,11.37,86.37,-172.97,77.57,10,0,30.4,5.93,4231.0,False,False,False,73.37099999999998,2334,Team 1
7_274,441597,E. Madril Sams,22542,Marta,7773,18.5,21.41,-0.88,15.19,17.04,17.46,18.85,-153.63,20.9,5,5,8.22,8.41,4231.0,True,False,False,48.378,2334,Team 1
7_277,22542,Marta,149882,K. Abello,7792,23.61,30.2,16.61,20.15,10.13,14.29,45.96,-10.37,77.17,1,6,5.08,9.67,4321.0,False,False,False,29.995,2334,Team 1
7_281,149882,K. Abello,62445,B. Banda,7836,43.53,3.77,46.98,32.34,17.64,17.18,-91.47,7.52,-91.75,1,-1,3.83,1.77,,False,True,True,33.927,2334,Team 1
7_286,57146,C. Roccaro,57112,N. Kuikka,8222,-23.27,-31.84,-40.68,-21.52,16.72,16.92,-35.98,-127.87,-32.72,9,1,27.23,9.46,433.0,False,False,False,57.896,2337,Team 2
7_288,57112,N. Kuikka,57146,C. Roccaro,8246,-37.76,-23.34,-25.26,-31.62,15.44,14.99,146.48,-146.55,141.36,10,-1,42.4,15.51,433.0,False,False,False,86.669,2337,Team 2
7_289,57146,C. Roccaro,22809,A. Naeher,8266,-49.3,-4.64,-40.27,-23.53,18.75,19.8,119.14,175.43,129.92,10,0,53.07,24.43,433.0,False,False,False,91.72300000000001,2337,Team 2
7_291,22809,A. Naeher,816413,H. Anderson,8300,-36.02,8.16,-47.24,-3.18,14.27,15.89,59.19,105.18,56.2,10,0,39.0,14.38,424.0,False,False,False,64.96199999999999,2337,Team 2
7_293,816413,H. Anderson,57146,C. Roccaro,8333,-37.81,-16.28,-36.86,14.31,25.35,27.24,-95.67,79.08,-97.34,10,0,41.7,18.53,424.0,False,False,False,73.95800000000001,2337,Team 2
7_297,57146,C. Roccaro,817610,J. Joseph,8414,9.39,-11.17,-24.47,-21.51,20.98,33.54,17.02,-38.61,25.49,1,9,-1.77,3.73,424.0,False,False,True,34.545,2337,Team 2
7_298,817610,J. Joseph,22810,M. Swanson,8472,24.75,-28.53,32.84,-31.81,9.95,10.63,163.27,30.22,175.73,6,-5,12.52,6.77,,True,False,False,53.313,2337,Team 2
7_309,149954,K. Strom,22542,Marta,8609,-34.25,4.67,-38.65,8.38,6.78,6.07,-37.91,27.23,-44.34,6,3,30.26,4.78,,True,False,False,47.656,2334,Team 1
7_316,62445,B. Banda,149882,K. Abello,8704,-27.62,25.17,-6.37,24.99,17.15,16.5,-174.71,48.64,-164.65,10,-4,36.78,11.91,,False,False,False,75.953,2334,Team 1
7_317,149882,K. Abello,149954,K. Strom,8734,-31.42,18.2,-26.61,29.9,13.13,12.22,-125.41,151.33,-129.25,10,0,41.19,13.64,,False,False,False,84.40500000000002,2334,Team 1
7_320,149954,K. Strom,441597,E. Madril Sams,8764,-29.43,0.8,-33.63,19.45,15.23,18.24,-81.07,-79.22,-87.18,10,0,37.12,13.85,424.0,False,False,False,67.10600000000001,2334,Team 1
7_322,441597,E. Madril Sams,149954,K. Strom,8840,-26.13,6.69,-21.38,-15.71,20.78,21.68,103.58,-81.2,105.92,10,0,35.01,14.12,343.0,False,False,False,71.985,2334,Team 1
7_325,149954,K. Strom,441597,E. Madril Sams,8886,-19.86,-10.86,-21.33,7.1,16.6,16.17,-86.74,96.46,-86.23,10,0,28.65,10.95,424.0,False,False,False,66.058,2334,Team 1
7_328,441597,E. Madril Sams,151602,A. Watt,8918,2.39,-33.19,-20.32,-7.44,27.87,33.25,-42.16,36.8,-47.89,1,9,6.39,8.4,424.0,False,False,True,42.561,2334,Team 1
7_331,151186,T. Malham,22723,J. Grosso,8984,-28.0,12.84,-41.88,19.19,6.1,7.03,-22.51,174.6,-13.85,8,1,34.95,3.68,,True,False,False,61.165000000000006,2337,Team 2
7_334,22723,J. Grosso,151149,S. Groom,9006,-11.46,26.7,-36.29,14.81,22.23,24.41,26.28,178.18,28.5,5,3,13.75,1.78,424.0,False,False,False,52.984,2337,Team 2
7_336,817541,C. Dyke,151151,H. McCutcheon,9036,29.94,-21.83,23.46,-24.41,7.36,6.97,21.71,-173.16,12.07,6,1,11.72,5.12,,False,False,False,43.238,2334,Team 1
7_337,151151,H. McCutcheon,62389,Angelina,9044,20.43,-15.65,27.94,-21.6,9.31,9.58,141.61,21.8,136.17,7,-1,19.7,4.19,,True,False,False,58.263000000000005,2334,Team 1
7_340,62389,Angelina,817541,C. Dyke,9058,20.47,-23.34,22.95,-15.44,8.41,8.28,-107.43,-153.43,-114.74,8,-1,18.07,7.22,,False,False,False,64.174,2334,Team 1
7_343,817541,C. Dyke,151151,H. McCutcheon,9071,28.84,-25.64,19.17,-24.16,12.04,11.92,-17.83,-61.56,-9.46,4,5,8.31,4.81,451.0,False,False,False,33.19,2334,Team 1
7_344,151151,H. McCutcheon,817541,C. Dyke,9090,18.46,-26.43,31.8,-31.53,12.48,12.57,159.6,-93.66,154.61,9,-3,18.54,10.4,,False,False,False,67.221,2334,Team 1
7_346,817541,C. Dyke,441597,E. Madril Sams,9115,4.81,-20.42,17.65,-29.15,12.93,14.78,148.98,-137.49,145.56,10,-1,33.08,13.15,541.0,False,False,False,81.49199999999999,2334,Team 1
7_347,441597,E. Madril Sams,149954,K. Strom,9138,0.27,-4.01,4.77,-19.6,9.92,14.75,111.97,133.16,103.7,10,0,34.26,12.4,442.0,False,False,False,74.509,2334,Team 1
7_351,149954,K. Strom,441597,E. Madril Sams,9181,-1.36,-8.38,-2.59,4.92,13.88,12.65,-89.23,118.72,-88.93,10,0,28.9,12.25,424.0,False,False,False,67.852,2334,Team 1
7_359,22723,J. Grosso,817547,B. Franklin,9269,-19.77,2.7,-20.36,14.13,6.5,8.29,-100.98,174.56,-115.82,7,0,22.06,4.73,,True,False,False,69.17,2337,Team 2
7_362,817547,B. Franklin,816413,H. Anderson,9289,-32.4,12.19,-21.52,3.17,13.86,13.46,140.55,149.79,131.64,10,-1,34.61,10.17,,False,False,False,82.127,2337,Team 2
7_365,816413,H. Anderson,151186,T. Malham,9318,-25.36,27.98,-35.16,15.11,15.13,15.79,53.19,93.72,42.03,9,1,27.11,12.57,4141.0,False,False,False,55.974,2337,Team 2
7_366,151186,T. Malham,816413,H. Anderson,9344,-36.76,20.31,-24.39,30.72,15.41,14.88,-146.74,109.96,-143.9,10,-1,38.14,14.63,4141.0,False,False,False,81.32699999999998,2337,Team 2
7_367,816413,H. Anderson,22809,A. Naeher,9377,-47.11,3.72,-37.27,21.85,16.96,18.02,-120.69,-24.19,-125.42,10,0,49.98,21.68,424.0,False,False,False,74.772,2337,Team 2
7_369,22809,A. Naeher,57146,C. Roccaro,9413,-38.39,-14.59,-44.05,1.43,14.35,17.27,-75.07,-82.74,-68.96,10,0,41.29,18.04,424.0,False,False,False,66.01899999999999,2337,Team 2
7_371,57146,C. Roccaro,57112,N. Kuikka,9473,-9.3,-32.82,-28.58,-24.41,11.72,13.41,-33.23,-25.81,-45.17,6,4,14.9,8.34,424.0,False,False,False,39.719,2337,Team 2
7_378,610122,S. Yates,151602,A. Watt,10046,-33.35,-13.51,-27.93,-25.53,2.37,6.59,51.22,-25.52,78.83,3,3,27.38,2.36,,True,False,False,43.986,2334,Team 1
7_380,151602,A. Watt,62445,B. Banda,10108,-6.64,12.71,3.57,-30.71,47.0,44.34,103.05,-8.89,114.71,7,-4,20.68,8.89,,False,False,False,55.327000000000005,2334,Team 1
7_382,62445,B. Banda,610122,S. Yates,10172,17.01,-8.88,14.88,12.87,19.58,20.99,-83.38,30.33,-98.9,8,-1,12.67,9.59,,True,False,False,50.05200000000001,2334,Team 1
7_385,610122,S. Yates,151151,H. McCutcheon,10199,10.24,-0.98,19.1,-6.8,8.72,7.99,164.02,-20.56,-163.75,10,0,23.65,7.03,4141.0,False,False,False,69.868,2334,Team 1
7_388,151151,H. McCutcheon,149882,K. Abello,10222,5.86,19.56,11.67,-1.12,20.6,20.9,103.03,51.7,106.18,10,0,28.3,19.11,424.0,False,False,False,64.599,2334,Team 1
7_390,149882,K. Abello,149954,K. Strom,10252,-0.23,10.97,6.68,22.27,14.7,13.25,-121.45,118.61,-116.02,10,0,32.12,14.35,424.0,False,False,False,75.20799999999998,2334,Team 1
7_393,149954,K. Strom,441597,E. Madril Sams,10270,-1.11,-0.29,-0.58,11.4,10.0,11.21,-97.69,-110.35,-97.24,10,0,31.22,13.97,442.0,False,False,False,68.34400000000001,2334,Team 1
7_394,441597,E. Madril Sams,151602,A. Watt,10296,24.88,-32.87,-1.15,-4.16,10.86,12.03,-65.59,-178.17,-61.88,8,2,3.8,18.14,442.0,False,False,False,53.094,2334,Team 1
7_399,151186,T. Malham,151149,S. Groom,10658,-8.04,21.53,-10.41,33.45,9.45,9.96,-66.14,64.01,-70.47,5,1,12.75,3.21,4141.0,True,False,False,44.13,2337,Team 2
7_406,151149,S. Groom,817610,J. Joseph,10723,4.84,18.11,-14.28,22.55,13.66,16.38,-17.48,159.33,-15.45,4,5,2.78,1.91,4141.0,True,False,False,43.832,2337,Team 2
7_408,817610,J. Joseph,151186,T. Malham,10740,-0.01,33.37,1.24,19.8,7.19,10.69,78.62,16.86,61.69,3,2,8.19,7.56,442.0,False,False,False,31.457,2337,Team 2
7_409,151186,T. Malham,817610,J. Joseph,10770,-2.13,30.02,2.62,33.74,3.53,4.48,-169.97,151.91,177.4,8,-2,14.08,1.49,442.0,False,False,False,72.729,2337,Team 2
7_410,817610,J. Joseph,22723,J. Grosso,10788,-13.58,27.55,-4.77,31.65,5.53,5.29,-105.01,-49.01,-102.23,8,0,25.96,3.67,442.0,True,False,False,59.529999999999994,2337,Team 2
7_417,149873,A. Moorhouse,441597,E. Madril Sams,10913,-27.09,-10.06,-38.88,-3.47,11.35,13.51,-29.2,-167.05,-26.86,10,0,36.27,19.07,424.0,False,False,False,62.03700000000001,2334,Team 1
7_420,441597,E. Madril Sams,149954,K. Strom,10932,-32.61,7.27,-29.47,-11.34,17.03,18.86,95.08,31.36,100.04,10,0,39.39,17.33,424.0,False,False,False,65.986,2334,Team 1
7_422,149954,K. Strom,610122,S. Yates,10974,-4.7,18.18,-25.69,11.65,17.23,17.73,15.98,-153.65,12.67,7,3,9.87,6.82,424.0,True,False,False,49.470000000000006,2334,Team 1
7_429,610122,S. Yates,62445,B. Banda,11006,5.26,9.53,-8.49,15.12,12.76,14.31,-15.85,42.08,-12.45,2,5,1.46,1.53,424.0,True,False,True,29.29,2334,Team 1
7_436,62445,B. Banda,151151,H. McCutcheon,11102,23.4,-2.28,38.53,6.15,13.13,14.38,-151.05,-1.95,-154.96,6,-1,21.68,10.96,,True,False,False,57.883,2334,Team 1
7_437,151151,H. McCutcheon,151602,A. Watt,11121,41.45,-14.79,27.2,-2.54,13.9,17.56,-49.57,-113.79,-52.51,3,3,0.04,6.67,,False,False,False,36.943000000000005,2334,Team 1
7_446,22810,M. Swanson,627434,A. Schlegel,11893,-14.27,-22.44,-23.85,-32.04,8.99,10.83,52.77,-93.46,69.69,4,1,12.85,1.08,,True,False,True,46.498,2337,Team 2
7_448,627434,A. Schlegel,22810,M. Swanson,11911,-17.48,-32.36,-14.39,-24.56,11.29,8.39,-111.61,3.28,-124.03,4,0,17.15,1.2,,False,False,True,48.114,2337,Team 2
7_450,22810,M. Swanson,817610,J. Joseph,11936,-2.63,-28.52,-5.75,-30.9,1.43,3.92,37.34,-48.67,96.03,3,1,6.57,3.68,,True,False,True,35.182,2337,Team 2
7_451,22810,M. Swanson,817610,J. Joseph,12017,14.45,-34.72,16.48,-28.19,3.71,5.06,-122.5,144.59,-136.42,6,-1,12.51,8.0,4231.0,False,False,False,58.619,2337,Team 2
7_453,817610,J. Joseph,57112,N. Kuikka,12030,-3.2,-29.68,12.81,-34.08,14.53,15.07,164.17,-16.41,166.02,9,-3,31.51,7.99,4231.0,False,False,False,68.676,2337,Team 2
7_456,57112,N. Kuikka,816413,H. Anderson,12055,-8.69,0.46,1.3,-31.22,32.27,33.46,107.82,127.0,105.22,10,-1,34.4,15.58,4231.0,False,False,False,78.269,2337,Team 2
7_457,816413,H. Anderson,57146,C. Roccaro,12081,-18.42,-15.07,-15.88,0.21,14.5,13.29,-95.7,144.12,-86.64,10,0,39.42,16.68,424.0,False,False,False,75.37,2337,Team 2
7_459,57146,C. Roccaro,816413,H. Anderson,12103,-20.68,0.43,-19.71,-13.89,17.53,20.3,98.24,79.92,95.86,10,0,38.88,18.95,424.0,False,False,False,70.31099999999999,2337,Team 2
7_462,816413,H. Anderson,151186,T. Malham,12157,-3.64,29.11,-18.42,9.7,15.14,18.65,58.7,121.38,51.62,10,0,18.48,14.81,424.0,False,False,False,55.99,2337,Team 2
7_463,151186,T. Malham,816413,H. Anderson,12192,-14.4,19.47,-5.8,32.12,15.78,15.12,-127.67,138.01,-130.5,10,0,31.36,12.44,424.0,False,False,False,79.54400000000001,2337,Team 2
7_465,816413,H. Anderson,57146,C. Roccaro,12217,-17.82,-5.72,-16.17,18.53,21.55,22.94,-97.54,-104.71,-97.52,10,0,34.43,15.7,424.0,False,False,False,72.517,2337,Team 2
7_466,57146,C. Roccaro,57112,N. Kuikka,12256,-7.97,-25.12,-18.51,-9.8,14.58,16.88,-66.99,-116.36,-54.91,10,0,23.36,10.92,424.0,False,False,False,59.696000000000005,2337,Team 2
