event_id,player_in_possession_id,player_in_possession_name,player_id,player_name,frame_start,x_start,y_start,player_in_possession_x_start,player_in_possession_y_start,pass_distance,interplayer_distance,interplayer_angle,trajectory_angle,pass_angle,n_opponents_ahead_pass_reception,n_opponents_bypassed,delta_to_last_defensive_line_start,separation_start,defensive_structure,inside_defensive_shape_end,dangerous,difficult_pass_target,risk_score,team_id,team_class
7_83,75099,A. Sanchez,18897,R. Williams,1710,-41.3,-33.8,-35.35,-29.22,6.79,6.33,-142.44,56.82,-145.68,10,-2,36.34,6.26,,False,False,False,72.449,1833,Team 1
7_85,18897,R. Williams,57140,K. Kurtz,1725,-46.96,-25.16,-41.23,-33.48,11.15,10.63,128.58,-175.96,129.69,10,-1,41.74,6.42,,False,False,False,86.854,1833,Team 1
7_87,57140,K. Kurtz,75099,A. Sanchez,1743,-32.58,-28.16,-48.13,-25.49,15.38,15.78,-9.74,41.93,-14.19,6,4,27.06,3.53,,True,False,True,48.523999999999994,1833,Team 1
7_94,75099,A. Sanchez,57140,K. Kurtz,1780,-41.9,-19.49,-34.59,-25.99,7.08,9.15,130.97,60.42,110.07,10,-1,37.76,5.44,,False,False,False,70.56200000000001,1833,Team 1
7_96,57140,K. Kurtz,149933,M. Berkely,1796,-38.1,-3.52,-41.74,-18.98,13.55,17.68,74.25,105.38,64.42,9,1,34.41,12.63,,False,False,False,64.649,1833,Team 1
7_98,149933,M. Berkely,188659,Aline Gomes,1832,-15.96,26.76,-41.69,9.46,22.32,25.36,35.98,137.1,29.85,6,4,14.78,14.06,343.0,False,False,False,51.567,1833,Team 1
7_109,52566,A. Cook,57144,H. Mace,1927,-3.08,-20.68,-17.12,-22.12,15.14,14.11,5.86,-165.5,8.39,5,3,18.47,8.32,,True,False,False,48.588,2329,Team 2
7_115,57140,K. Kurtz,149933,M. Berkely,2262,-33.32,18.84,-35.8,1.76,19.57,17.77,83.37,6.34,86.34,10,0,40.43,18.51,424.0,False,False,False,61.989000000000004,1833,Team 1
7_117,149933,M. Berkely,57140,K. Kurtz,2289,-34.21,-0.65,-33.01,18.61,16.85,17.07,-106.72,53.94,-110.64,10,0,40.07,12.68,4231.0,False,False,False,71.684,1833,Team 1
7_121,57140,K. Kurtz,188612,M. Matsukubo,2344,-2.85,5.45,-31.36,1.0,19.57,21.68,8.12,-151.27,8.14,6,4,6.76,5.68,532.0,True,False,False,46.868,1833,Team 1
7_122,188612,M. Matsukubo,22687,N. Miura,2367,-15.03,4.82,-9.76,1.56,6.93,6.2,148.26,16.14,150.26,8,-2,17.45,0.73,,True,False,False,59.123999999999995,1833,Team 1
7_129,57140,K. Kurtz,188612,M. Matsukubo,2711,9.02,-6.09,-10.79,-4.94,16.73,16.46,-0.84,150.45,-1.16,6,4,7.37,3.33,424.0,True,False,False,45.283,1833,Team 1
7_132,188612,M. Matsukubo,57140,K. Kurtz,2728,-10.25,-4.31,3.74,-4.12,12.05,12.85,-178.89,172.75,-169.04,10,-3,26.23,9.14,,False,False,False,84.46999999999998,1833,Team 1
7_135,57140,K. Kurtz,18897,R. Williams,2746,-10.38,-19.13,-11.62,-4.17,10.97,11.47,-85.75,-177.41,-80.5,10,0,25.7,12.8,424.0,False,False,False,69.94699999999999,1833,Team 1
7_141,18897,R. Williams,62480,Kerolin,2795,13.89,-21.17,-6.99,-22.87,17.55,21.71,7.92,14.04,17.78,0,10,3.32,2.13,442.0,True,False,True,31.973000000000003,1833,Team 1
7_143,62480,Kerolin,75099,A. Sanchez,2866,28.12,-19.06,48.38,-30.21,8.66,9.81,140.21,21.91,154.77,4,-4,20.06,4.46,,True,True,True,54.925,1833,Team 1
7_148,57136,D. O'Sullivan,18897,R. Williams,2930,24.75,-17.85,35.67,-9.26,10.26,10.18,-129.54,-24.72,-109.0,9,0,26.36,13.61,,False,False,False,59.861999999999995,1833,Team 1
7_156,149933,M. Berkely,22687,N. Miura,3093,27.17,34.31,21.56,31.18,5.35,4.59,31.2,-148.77,26.28,9,0,13.56,12.93,,False,False,False,46.42400000000001,1833,Team 1
7_163,52566,A. Cook,22418,A. Schult,3345,-44.0,-9.82,-32.89,-26.79,15.97,19.75,120.95,74.09,129.0,10,0,52.99,28.08,442.0,False,False,False,80.07400000000001,2329,Team 2
7_165,22418,A. Schult,151127,K. Sharples,3381,-29.16,9.64,-41.73,-3.73,14.27,18.02,53.42,94.25,43.81,10,0,35.03,20.76,442.0,False,False,False,58.792,2329,Team 2
7_167,151127,K. Sharples,52566,A. Cook,3412,-33.08,-10.4,-31.42,16.72,21.15,20.05,-98.0,76.62,-100.57,10,0,40.09,14.58,442.0,False,False,False,72.99300000000001,2329,Team 2
7_170,52566,A. Cook,151127,K. Sharples,3457,-27.57,17.24,-32.79,-2.39,19.65,20.64,75.24,119.48,77.69,9,1,34.67,15.76,4411.0,False,False,False,68.819,2329,Team 2
7_172,151127,K. Sharples,816481,E. Wheeler,3493,-2.65,34.02,-25.68,18.84,23.22,27.36,33.32,-4.32,16.62,6,4,9.85,12.4,442.0,False,False,False,34.837,2329,Team 2
7_177,151129,V. DiBernardo,816479,T. Chawinga,3735,18.35,28.43,10.64,19.81,12.82,11.56,48.19,-42.92,54.02,3,5,3.75,1.4,4411.0,True,False,True,39.954,2329,Team 2
7_179,816479,T. Chawinga,22541,Debinha,3749,20.1,20.34,22.93,24.59,4.69,4.0,-146.43,-37.79,-171.54,5,-2,4.12,2.36,,True,True,False,52.571000000000005,2329,Team 2
7_186,149933,M. Berkely,57140,K. Kurtz,4013,-28.27,-2.77,-25.04,17.7,20.77,20.72,-98.97,-4.9,-98.31,10,0,35.53,15.72,451.0,False,False,False,63.07,1833,Team 1
7_187,57140,K. Kurtz,18897,R. Williams,4027,-21.88,-21.47,-28.8,-3.37,16.58,16.79,-75.72,-135.36,-77.14,10,0,29.62,13.06,343.0,False,False,False,67.994,1833,Team 1
7_189,18897,R. Williams,57136,D. O'Sullivan,4054,-9.61,-7.34,-22.11,-22.27,12.17,12.42,40.4,-116.52,37.32,9,1,18.67,8.0,4231.0,True,False,False,54.31,1833,Team 1
7_194,57136,D. O'Sullivan,188612,M. Matsukubo,4080,2.41,-15.01,-13.36,-16.18,15.13,15.37,4.48,-141.6,4.74,4,5,9.01,3.41,4231.0,True,False,False,42.944,1833,Team 1
7_198,188612,M. Matsukubo,18897,R. Williams,4097,-18.73,-21.88,-0.81,-16.54,17.68,17.83,-162.24,-18.73,-152.48,10,-4,31.19,11.67,4231.0,False,False,False,67.91,1833,Team 1
7_200,18897,R. Williams,57140,K. Kurtz,4115,-22.85,-6.56,-18.17,-21.82,14.4,14.54,109.41,159.5,109.81,10,0,33.72,7.35,4231.0,False,False,False,79.58200000000001,1833,Team 1
7_202,57140,K. Kurtz,22687,N. Miura,4140,-10.84,-0.1,-23.69,-5.17,10.95,11.77,24.13,135.25,15.62,9,1,20.14,6.2,424.0,False,False,False,51.114999999999995,1833,Team 1
7_204,22687,N. Miura,57140,K. Kurtz,4157,-22.55,-1.9,-12.77,2.36,13.47,10.67,-156.46,93.78,-146.05,10,-1,32.22,10.36,424.0,False,False,False,78.208,1833,Team 1
7_206,57140,K. Kurtz,149933,M. Berkely,4171,-19.85,22.89,-22.44,1.59,20.01,21.46,83.07,108.74,80.89,10,0,29.02,16.21,424.0,False,False,False,66.541,1833,Team 1
7_209,149933,M. Berkely,57140,K. Kurtz,4199,-21.74,4.11,-17.51,23.51,15.25,17.17,-101.76,47.19,-100.27,10,0,31.58,12.02,424.0,False,False,False,64.88300000000001,1833,Team 1
7_210,57140,K. Kurtz,18897,R. Williams,4223,-14.42,-13.6,-19.95,5.85,14.11,13.9,-91.32,123.69,-88.38,10,0,24.18,7.48,424.0,False,False,False,67.166,1833,Team 1
7_217,151129,V. DiBernardo,22541,Debinha,4318,-2.03,15.01,-5.47,5.5,10.72,10.11,70.11,-91.39,62.93,4,0,11.45,7.2,,True,False,False,41.94400000000001,2329,Team 2
7_220,22541,Debinha,816479,T. Chawinga,4323,-4.3,21.64,-1.32,13.59,14.87,7.31,83.09,-17.18,129.16,0,4,13.37,6.25,,False,True,True,46.339,2329,Team 2
7_222,188178,M. Cooper,22541,Debinha,4404,30.3,1.56,46.35,-6.29,13.09,12.9,138.71,-37.33,124.26,5,-3,19.35,4.98,,True,True,False,55.136,2329,Team 2
7_226,149933,M. Berkely,75099,A. Sanchez,5025,11.19,-8.06,-9.34,21.31,32.91,33.33,-47.91,52.34,-48.1,1,9,6.3,5.85,424.0,True,False,True,48.687999999999995,1833,Team 1
7_231,75099,A. Sanchez,62480,Kerolin,5075,29.15,-13.44,27.47,10.56,22.21,22.67,-78.04,21.23,-87.37,1,4,5.51,12.23,,False,True,True,41.136,1833,Team 1
7_234,816479,T. Chawinga,22541,Debinha,5187,-11.06,14.55,-15.79,19.01,6.13,6.5,-43.32,107.18,-54.7,3,0,11.42,4.58,,True,False,False,37.153,2329,Team 2
7_238,22541,Debinha,188178,M. Cooper,5196,-21.97,-9.21,-13.0,15.05,23.8,24.42,-72.11,-9.57,-88.41,2,5,22.84,7.88,,False,True,True,52.993,2329,Team 2
7_246,149933,M. Berkely,57136,D. O'Sullivan,5630,-16.83,5.18,-25.89,12.34,10.37,11.56,-37.09,0.92,-36.8,7,3,21.33,5.35,424.0,True,False,False,42.687,1833,Team 1
7_249,151129,V. DiBernardo,816479,T. Chawinga,5649,15.44,12.69,14.35,-7.29,11.97,15.84,74.88,-64.01,77.16,3,2,13.87,13.97,,True,True,False,45.33700000000001,2329,Team 2
7_253,22687,N. Miura,57135,C. Murphy,5692,-48.41,-0.33,-25.12,1.86,20.76,23.39,-174.63,-173.46,-176.85,10,-1,50.35,22.88,433.0,False,False,False,99.82100000000001,1833,Team 1
7_257,57135,C. Murphy,62480,Kerolin,5720,-1.13,-5.41,-45.12,-1.5,44.02,44.16,-5.08,-171.35,-6.08,2,8,-0.76,0.82,4231.0,False,False,True,52.173,1833,Team 1
7_260,816481,E. Wheeler,57144,H. Mace,5787,-15.54,-10.04,-19.46,2.16,12.01,12.26,-77.66,-153.66,-63.43,10,0,34.38,4.45,433.0,False,False,False,71.378,2329,Team 2
7_263,57144,H. Mace,52566,A. Cook,5806,-29.63,-4.93,-22.62,-14.12,10.84,11.59,126.16,-153.07,117.42,10,0,42.84,15.22,424.0,False,False,False,83.293,2329,Team 2
7_267,52566,A. Cook,151127,K. Sharples,5842,-32.16,7.4,-33.78,-6.95,17.56,18.22,91.1,109.85,89.97,10,0,39.79,16.49,4231.0,False,False,False,72.957,2329,Team 2
7_270,151127,K. Sharples,52566,A. Cook,5878,-33.95,-5.23,-33.78,13.7,16.76,16.49,-97.77,100.63,-96.48,10,0,39.75,10.74,442.0,False,False,False,74.243,2329,Team 2
7_273,52566,A. Cook,57144,H. Mace,5914,-28.42,-18.59,-34.25,-2.29,13.73,15.56,-69.74,-108.43,-64.74,9,1,34.2,17.34,4411.0,False,False,False,63.542,2329,Team 2
7_275,57144,H. Mace,22418,A. Schult,5958,-45.84,-3.12,-23.74,-20.84,28.59,27.72,143.14,-84.92,144.18,10,-1,51.95,21.86,4231.0,False,False,False,87.90400000000001,2329,Team 2
7_277,22418,A. Schult,151127,K. Sharples,5995,-31.23,16.34,-43.31,3.01,14.37,17.99,47.82,129.11,34.6,10,0,34.72,19.53,4231.0,False,False,False,60.918,2329,Team 2
7_278,151127,K. Sharples,816480,C. Hutton,6010,-17.83,27.85,-31.26,19.27,9.83,12.37,44.44,66.64,30.42,8,2,21.72,12.45,442.0,False,False,False,46.469,2329,Team 2
7_281,816480,C. Hutton,22541,Debinha,6043,1.29,8.29,-13.19,31.42,19.31,21.84,-59.45,126.11,-54.7,6,2,6.86,5.2,442.0,True,False,False,51.209,2329,Team 2
7_283,22541,Debinha,151139,L. LaBonta,6066,-11.88,8.01,-4.25,15.1,11.96,10.42,-137.1,-16.89,-136.93,7,-1,21.95,2.17,442.0,True,False,False,59.721000000000004,2329,Team 2
7_286,151139,L. LaBonta,816479,T. Chawinga,6079,8.3,16.01,-8.02,5.81,18.06,19.25,32.01,-71.08,40.8,0,7,1.86,2.24,451.0,True,False,True,37.289,2329,Team 2
7_289,816479,T. Chawinga,816480,C. Hutton,6152,17.71,10.35,35.97,13.57,13.51,13.17,-164.72,-16.86,-170.07,7,-1,24.22,9.32,,True,False,False,65.964,2329,Team 2
7_297,57140,K. Kurtz,149933,M. Berkely,6410,-41.27,15.25,-41.78,-11.45,23.78,24.75,88.29,-11.67,90.75,10,0,44.56,21.05,424.0,False,False,False,66.275,1833,Team 1
7_303,151127,K. Sharples,816481,E. Wheeler,6806,-12.36,33.13,-32.01,22.48,13.51,16.35,29.53,153.43,20.41,8,2,16.04,14.42,442.0,False,False,False,50.525999999999996,2329,Team 2
7_306,816481,E. Wheeler,816480,C. Hutton,6832,-17.27,20.59,-14.9,34.1,10.91,11.21,-104.73,90.55,-114.31,8,0,23.08,8.51,442.0,True,False,False,64.07000000000001,2329,Team 2
7_310,816480,C. Hutton,816481,E. Wheeler,6855,-10.6,32.35,-16.6,21.86,13.41,12.59,58.81,-6.16,66.3,5,3,18.19,4.15,442.0,False,False,True,44.415,2329,Team 2
7_311,816481,E. Wheeler,816479,T. Chawinga,6867,8.09,18.03,-5.48,31.66,9.82,11.31,16.27,2.06,46.9,1,5,0.97,2.59,,False,False,False,20.936,2329,Team 2
7_320,816480,C. Hutton,151127,K. Sharples,6985,7.65,21.4,26.47,29.53,14.71,17.77,-151.36,95.46,-152.72,10,-2,33.5,8.77,442.0,False,False,False,78.363,2329,Team 2
7_321,151127,K. Sharples,52566,A. Cook,7022,-0.01,7.53,6.13,27.34,18.16,22.0,-109.3,-138.04,-101.46,10,0,34.83,16.55,442.0,False,False,False,76.43299999999999,2329,Team 2
7_323,52566,A. Cook,151127,K. Sharples,7056,0.82,22.83,-3.37,1.5,23.0,21.04,81.17,-144.78,67.18,10,0,27.21,16.13,541.0,False,False,False,68.592,2329,Team 2
7_325,151127,K. Sharples,816480,C. Hutton,7093,12.51,27.18,-0.86,20.82,14.21,14.81,25.44,101.03,22.99,6,4,12.12,8.23,523.0,False,False,False,43.623000000000005,2329,Team 2
7_327,816480,C. Hutton,816481,E. Wheeler,7107,23.56,34.13,14.73,29.92,8.27,8.8,25.08,9.16,18.48,5,1,2.46,10.47,532.0,False,False,False,20.389,2329,Team 2
7_329,816481,E. Wheeler,816480,C. Hutton,7123,16.03,31.56,24.28,34.2,6.21,9.62,-176.01,168.02,162.29,8,-3,11.6,3.82,532.0,False,False,False,71.031,2329,Team 2
7_334,57136,D. O'Sullivan,18897,R. Williams,7524,3.47,-34.51,6.12,-29.55,5.65,5.35,-114.98,157.38,-96.09,9,-1,22.61,8.61,,False,False,False,66.623,1833,Team 1
7_338,18897,R. Williams,75099,A. Sanchez,7549,11.36,-22.77,1.08,-33.09,13.73,12.41,100.21,147.87,109.53,8,-1,10.94,2.7,532.0,True,False,False,63.309999999999995,1833,Team 1
7_340,75099,A. Sanchez,57136,D. O'Sullivan,7596,7.27,-26.4,10.59,-22.34,5.68,5.24,-129.27,38.82,-141.72,8,0,16.52,5.43,532.0,True,False,False,59.859,1833,Team 1
7_344,57136,D. O'Sullivan,149933,M. Berkely,7603,-7.95,-0.8,7.47,-25.19,22.25,26.44,122.66,83.49,127.49,10,-2,31.37,16.17,,False,False,False,71.49,1833,Team 1
7_348,149933,M. Berkely,188659,Aline Gomes,7649,18.49,23.41,-1.47,6.74,11.19,15.14,31.28,-82.7,25.12,2,8,3.29,8.19,541.0,False,True,True,40.77400000000001,1833,Team 1
7_351,52566,A. Cook,57144,H. Mace,7950,-39.49,-25.72,-48.92,-9.42,15.78,17.7,-59.55,167.74,-60.46,9,1,42.15,19.36,4312.0,False,False,False,72.212,2329,Team 2
7_355,57144,H. Mace,151129,V. DiBernardo,8007,-22.11,-17.05,-32.32,-29.67,15.52,16.04,52.17,-80.54,55.42,7,1,24.16,3.95,433.0,True,False,False,54.25899999999999,2329,Team 2
7_358,151129,V. DiBernardo,188178,M. Cooper,8023,-2.6,-22.5,-17.63,-17.13,11.55,12.64,-13.21,66.25,-3.62,4,3,4.53,1.91,,True,False,True,32.656000000000006,2329,Team 2
7_362,149933,M. Berkely,57140,K. Kurtz,9435,-27.03,2.25,-23.91,16.87,15.39,14.77,-102.75,2.31,-101.16,10,0,33.8,13.12,424.0,False,False,False,61.515,1833,Team 1
7_364,57140,K. Kurtz,18897,R. Williams,9480,-22.78,-12.88,-24.15,2.49,14.45,14.17,-101.06,-42.73,-96.28,10,0,32.01,13.22,4231.0,False,False,False,63.702999999999996,1833,Team 1
7_366,18897,R. Williams,57140,K. Kurtz,9525,-20.15,0.51,-21.49,-14.19,13.8,13.49,96.3,161.0,96.12,10,0,30.11,9.64,424.0,False,False,False,74.60900000000001,1833,Team 1
7_369,57140,K. Kurtz,149933,M. Berkely,9553,-22.01,20.89,-22.04,1.18,20.51,20.73,94.26,69.67,91.96,10,0,31.94,17.09,424.0,False,False,False,66.294,1833,Team 1
7_371,149933,M. Berkely,57140,K. Kurtz,9590,-20.58,2.36,-18.53,20.82,9.07,11.22,-129.79,-165.75,-118.6,10,0,31.04,11.36,442.0,False,False,False,79.383,1833,Team 1
7_377,57140,K. Kurtz,57135,C. Murphy,9646,-45.72,-0.56,-31.16,-7.45,14.57,16.34,153.03,-168.11,139.98,10,0,52.11,18.93,4231.0,False,False,False,94.75200000000001,1833,Team 1
7_378,57135,C. Murphy,149933,M. Berkely,9667,-35.36,15.44,-48.29,-0.86,20.39,20.38,64.63,161.77,62.86,9,1,38.43,14.38,4231.0,False,False,False,72.88199999999999,1833,Team 1
7_384,151129,V. DiBernardo,22541,Debinha,9703,43.97,-4.88,34.55,-13.82,13.21,12.37,61.94,-160.52,70.77,2,1,-0.71,5.77,,True,True,False,44.986999999999995,2329,Team 2
7_392,816479,T. Chawinga,816480,C. Hutton,9773,28.01,12.2,43.08,13.6,9.49,10.7,178.34,76.24,174.5,8,-6,17.02,6.76,,False,False,False,61.91300000000001,2329,Team 2
7_395,816480,C. Hutton,151127,K. Sharples,9851,1.74,12.84,21.75,15.95,12.45,19.69,-173.17,164.48,165.29,10,-2,35.61,17.17,,False,False,False,87.4,2329,Team 2
7_396,151127,K. Sharples,52566,A. Cook,9878,-0.0,-0.28,-2.08,12.76,19.9,19.44,-115.5,-146.96,-108.36,10,0,32.37,10.91,442.0,False,False,False,79.05499999999999,2329,Team 2
7_399,52566,A. Cook,57144,H. Mace,9933,-0.02,-20.1,-10.85,-7.96,14.56,13.96,-56.63,-170.87,-49.15,10,0,23.99,12.36,4411.0,False,False,False,63.556000000000004,2329,Team 2
7_401,57144,H. Mace,22541,Debinha,9958,18.03,-17.68,-6.86,-21.24,23.58,23.84,5.08,-128.66,6.33,3,7,4.03,6.41,433.0,True,False,False,42.31400000000001,2329,Team 2
7_404,22541,Debinha,151129,V. DiBernardo,9978,20.53,-6.0,15.01,-22.42,18.07,17.32,71.42,-72.22,70.0,1,2,-0.31,2.34,343.0,False,False,True,35.972,2329,Team 2
7_410,52566,A. Cook,151127,K. Sharples,10192,-2.24,-2.48,-0.96,-24.62,15.36,20.84,98.75,137.65,93.66,10,0,35.07,20.71,442.0,False,False,False,73.007,2329,Team 2
7_412,151127,K. Sharples,816480,C. Hutton,10229,11.09,8.75,-6.45,2.88,13.39,12.67,29.99,155.53,17.56,9,1,14.65,5.76,442.0,False,False,False,51.998000000000005,2329,Team 2
7_415,816480,C. Hutton,22541,Debinha,10268,20.89,6.04,8.63,16.33,16.25,15.9,-41.18,55.41,-49.29,4,5,3.48,5.62,442.0,True,True,True,45.079,2329,Team 2
7_417,22541,Debinha,816479,T. Chawinga,10280,24.6,15.23,22.49,7.22,6.98,8.02,55.36,-16.78,58.06,0,4,2.81,2.69,424.0,True,True,True,31.480999999999998,2329,Team 2
7_418,75099,A. Sanchez,188612,M. Matsukubo,10750,-45.27,16.11,-45.87,20.88,4.2,4.34,-77.89,-167.55,-66.3,8,1,22.06,6.54,,True,False,False,63.656000000000006,1833,Team 1
7_419,188612,M. Matsukubo,75099,A. Sanchez,10765,-48.59,19.6,-47.05,15.64,6.11,6.31,98.1,33.03,107.04,10,-1,26.35,1.35,,False,False,False,59.055,1833,Team 1
7_422,57144,H. Mace,151139,L. LaBonta,10815,27.15,-15.75,15.53,-17.38,13.47,11.73,7.99,-165.89,4.39,9,1,14.79,1.32,,True,False,False,52.49899999999999,2329,Team 2
7_423,151139,L. LaBonta,57144,H. Mace,10824,13.72,-16.78,23.94,-16.01,4.6,10.25,-175.69,162.29,-175.52,10,-1,26.53,2.73,,False,False,False,85.949,2329,Team 2
7_428,57144,H. Mace,22418,A. Schult,10840,-26.21,-5.1,7.72,-15.2,17.41,25.9,161.17,-162.14,146.31,10,0,62.23,38.99,541.0,False,False,False,97.502,2329,Team 2
7_429,22418,A. Schult,57144,H. Mace,10884,-14.42,-15.63,-31.87,-9.17,18.25,15.22,-36.91,-155.54,-39.75,10,0,31.99,15.76,,False,False,False,63.538,2329,Team 2
7_431,57144,H. Mace,52566,A. Cook,10928,-22.75,-7.79,-19.25,-18.32,15.01,15.15,122.11,57.82,121.43,10,0,32.57,18.57,442.0,False,False,False,69.21000000000001,2329,Team 2
7_442,75099,A. Sanchez,18897,R. Williams,11335,-20.63,-34.31,-16.25,-28.98,5.07,6.9,-129.41,140.6,-138.2,9,-2,22.35,7.55,,False,False,False,69.00699999999999,1833,Team 1
7_444,18897,R. Williams,75099,A. Sanchez,11344,-16.85,-30.93,-21.85,-33.96,4.57,6.63,5.62,-65.79,-1.75,6,2,18.24,0.4,,False,False,True,37.227000000000004,1833,Team 1
7_447,75099,A. Sanchez,62480,Kerolin,11371,-13.37,-24.51,-14.68,-33.67,8.19,8.03,84.93,-51.49,98.21,6,0,12.96,1.88,,True,False,True,50.52400000000001,1833,Team 1
7_451,151139,L. LaBonta,816480,C. Hutton,11388,12.81,30.42,9.55,27.05,5.57,4.69,45.95,-151.67,31.49,5,3,20.21,3.92,,True,False,False,52.403,2329,Team 2
7_456,816480,C. Hutton,188178,M. Cooper,11398,16.16,18.6,11.52,29.62,11.55,11.71,-69.24,153.44,-67.56,4,1,15.53,5.12,,True,False,True,55.230000000000004,2329,Team 2
7_458,188178,M. Cooper,151129,V. DiBernardo,11409,19.02,29.21,16.25,18.73,12.67,10.84,75.19,13.57,78.25,2,2,11.53,1.9,,False,False,True,37.38699999999999,2329,Team 2
7_460,151129,V. DiBernardo,22541,Debinha,11419,25.37,24.93,22.9,29.33,2.91,5.33,172.45,4.86,173.88,7,-6,5.44,5.75,,False,False,False,44.562,2329,Team 2
7_466,57144,H. Mace,151139,L. LaBonta,11549,30.47,-8.39,42.75,-20.33,17.32,18.37,149.74,-99.64,123.89,9,-7,15.61,8.02,,False,False,False,58.224,2329,Team 2
