event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_10,10,1864049,579,586,00:49.9,00:50.6,0,49,0.7,1,2,right_to_left,8,player_possession,151139,L. LaBonta,10,DM,2329,KC Current,-18.43,-5.89,3,center,1,defensive_third,False,-17.62,-4.05,3,center,2,middle_third,False,3,drawing,0,0,3,4,False,False,False,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,1.76,66.24,3,sideway_left,,,10.28,1,jogging,8.51,7.56,-0.95,6.3,6.77,24.73,24.39,-0.34,48.7,48.23,-0.47,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-149.76,2,backward,11.6,1,short,1,successful,7_29,False,151127,K. Sharples,4.0,LCB,-23.11,7.95,3,center,1,defensive_third,False,-19.76,12.78,2,half_space_left,1,defensive_third,False,0.9976,False,0.0002,False,2,0,0,0,0,0,1,0,0,2,0,2,2,1,1,6,6,True,451.0,2,,False,False,,,,,13.2,1,short,114.58,3,sideway_left,12.9,1,short,132.58,3,sideway_left,False,9,10,-1,9,9,0,True,True,True,True,False
8_11,11,1864049,603,615,00:52.3,00:53.5,0,52,1.2,1,2,right_to_left,8,player_possession,151127,K. Sharples,4,LCB,2329,KC Current,-19.76,12.78,2,half_space_left,1,defensive_third,False,-16.92,14.65,2,half_space_left,2,middle_third,False,3,drawing,0,0,3,5,False,False,False,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,3.41,33.36,1,forward,False,False,10.14,1,jogging,14.37,13.48,-0.9,7.56,9.7,27.32,26.62,-0.7,47.44,45.3,-2.14,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,132.58,3,sideway_left,12.9,1,short,1,successful,7_31,False,816481,E. Wheeler,2.0,LB,-8.45,29.76,1,wide_left,2,middle_third,False,-6.4,32.24,1,wide_left,2,middle_third,False,0.9967,False,0.0002,False,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,7,8,True,442.0,3,False,False,False,,,,,17.32,2,medium,60.73,3,sideway_left,14.0,1,short,52.66,3,sideway_left,True,10,8,2,10,10,0,True,True,True,True,False
8_12,12,1864049,630,647,00:55.0,00:56.7,0,55,1.7,1,2,right_to_left,8,player_possession,816481,E. Wheeler,2,LB,2329,KC Current,-6.4,32.24,1,wide_left,2,middle_third,False,-5.34,32.63,1,wide_left,2,middle_third,False,3,drawing,0,0,3,6,False,False,False,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,1.17,20.2,1,forward,,,,,,11.39,5.53,-5.86,12.92,14.94,19.32,20.28,0.96,42.08,40.06,-2.02,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,52.66,3,sideway_left,14.0,1,short,1,successful,7_32,False,151127,K. Sharples,4.0,LCB,-18.15,23.39,1,wide_left,2,middle_third,False,-18.2,24.36,1,wide_left,2,middle_third,False,0.9991,False,0.0002,False,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,5,4,True,442.0,3,False,False,False,,,,,15.79,2,medium,-144.2,2,backward,16.71,2,medium,-142.12,2,backward,False,9,10,-1,9,8,-1,True,True,True,True,True
8_13,13,1864049,659,672,00:57.9,00:59.2,0,57,1.3,1,2,right_to_left,8,player_possession,151127,K. Sharples,4,LCB,2329,KC Current,-18.2,24.36,1,wide_left,2,middle_third,False,-17.33,23.62,1,wide_left,2,middle_third,False,3,drawing,0,0,3,7,False,False,False,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,1.12,-40.38,1,forward,,,3.15,1,jogging,15.82,13.13,-2.7,13.8,12.59,32.0,29.92,-2.08,41.2,42.41,1.21,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,-142.12,2,backward,16.71,2,medium,1,successful,7_35,False,816480,C. Hutton,12.0,LM,-9.27,21.91,1,wide_left,2,middle_third,False,-9.07,21.61,1,wide_left,2,middle_third,False,0.9913,False,0.0008,False,3,0,0,0,0,0,1,0,0,3,0,3,3,1,1,7,8,True,442.0,3,False,False,False,,,,,8.24,1,short,-11.98,1,forward,8.54,1,short,-12.17,1,forward,True,10,9,1,10,10,0,True,True,True,True,False
8_14,14,1864049,679,687,00:59.9,01:00.7,0,59,0.8,1,2,right_to_left,8,player_possession,816480,C. Hutton,12,LM,2329,KC Current,-9.07,21.61,1,wide_left,2,middle_third,False,-9.67,21.44,1,wide_left,2,middle_third,False,3,drawing,0,0,3,8,False,False,False,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,0.68,-164.18,2,backward,,,3.05,1,jogging,6.41,4.4,-2.01,12.48,12.66,21.55,22.33,0.78,42.52,42.34,-0.18,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-12.17,1,forward,8.54,1,short,1,successful,7_39,False,151127,K. Sharples,4.0,LCB,-18.6,24.14,1,wide_left,1,defensive_third,False,-20.83,24.7,1,wide_left,1,defensive_third,False,0.9988,False,0.0001,False,3,0,0,0,0,0,0,0,0,3,0,3,2,0,0,6,6,True,442.0,3,False,False,False,,,,,9.33,1,short,163.18,2,backward,8.28,1,short,175.57,2,backward,False,10,10,0,10,9,-1,True,True,True,True,False
8_15,15,1864049,703,724,01:02.3,01:04.4,1,2,2.1,1,2,right_to_left,8,player_possession,151127,K. Sharples,4,LCB,2329,KC Current,-20.83,24.7,1,wide_left,1,defensive_third,False,-21.71,23.16,1,wide_left,1,defensive_third,False,3,drawing,0,0,3,9,False,False,False,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,1.77,-119.74,4,sideway_right,,,3.12,1,jogging,9.86,9.27,-0.58,12.28,11.69,33.11,33.4,0.29,42.72,43.31,0.59,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,175.57,2,backward,8.28,1,short,1,successful,7_41,False,816480,C. Hutton,12.0,LM,-10.76,24.24,1,wide_left,2,middle_third,False,-10.89,24.92,1,wide_left,2,middle_third,False,0.9873,False,0.0002,False,2,0,0,0,0,0,1,0,0,2,0,1,2,0,1,8,8,True,442.0,3,False,False,False,,,,,11.0,1,short,5.63,1,forward,11.91,1,short,5.59,1,forward,True,10,9,1,10,10,0,True,True,True,True,False
8_16,16,1864049,733,733,01:05.3,01:05.3,1,5,0.0,1,2,right_to_left,8,player_possession,816480,C. Hutton,12,LM,2329,KC Current,-10.89,24.92,1,wide_left,2,middle_third,False,-10.89,24.92,1,wide_left,2,middle_third,False,3,drawing,0,0,3,10,False,False,True,False,11,False,1,create,9,medium_block,0,build_up,10,high_block,5,chaotic,5,chaotic,,,,,False,False,0.0,93.81,3,sideway_left,,,2.23,1,jogging,4.66,4.66,0.0,11.76,11.76,22.65,22.65,0.0,43.24,43.24,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,5.59,1,forward,11.91,1,short,1,successful,7_43,False,151127,K. Sharples,4.0,LCB,-22.61,23.08,1,wide_left,1,defensive_third,False,-24.7,22.35,1,wide_left,1,defensive_third,False,0.9992,False,0.0001,False,2,0,0,0,0,0,0,0,0,2,0,,,,,6,6,True,442.0,3,False,False,False,,,,,11.86,1,short,-171.08,2,backward,13.34,1,short,-173.15,2,backward,False,9,10,-1,9,9,0,True,True,True,True,False
8_17,17,1864049,750,764,01:07.0,01:08.4,1,7,1.4,1,2,right_to_left,8,player_possession,151127,K. Sharples,4,LCB,2329,KC Current,-24.7,22.35,1,wide_left,1,defensive_third,False,-26.23,17.79,2,half_space_left,1,defensive_third,False,3,drawing,0,0,4,1,False,False,False,True,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,4.82,-108.55,4,sideway_right,False,True,12.26,1,jogging,7.83,7.2,-0.63,11.24,10.09,35.94,36.32,0.38,43.76,44.91,1.15,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-173.15,2,backward,13.34,1,short,1,successful,7_44,False,52566,A. Cook,6.0,RCB,-30.93,-0.86,3,center,1,defensive_third,False,-30.58,-2.25,3,center,1,defensive_third,False,0.9994,False,0.0,False,2,0,0,0,0,0,1,0,0,2,0,1,2,0,1,8,8,True,442.0,3,False,False,False,,,,,19.23,2,medium,-104.14,4,sideway_right,15.83,2,medium,-99.05,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_18,18,1864049,780,804,01:10.0,01:12.4,1,10,2.4,1,2,right_to_left,8,player_possession,52566,A. Cook,6,RCB,2329,KC Current,-30.58,-2.25,3,center,1,defensive_third,False,-29.85,-4.31,3,center,1,defensive_third,False,3,drawing,0,0,4,2,False,False,False,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,3.22,-70.49,4,sideway_right,False,False,4.83,1,jogging,14.49,10.12,-4.37,8.86,7.65,39.44,37.5,-1.94,46.14,47.35,1.21,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-99.05,4,sideway_right,15.83,2,medium,1,successful,7_47,False,151127,K. Sharples,4.0,LCB,-30.07,15.66,2,half_space_left,1,defensive_third,False,-29.4,19.22,2,half_space_left,1,defensive_third,False,0.999,False,0.0,False,2,0,0,0,0,0,1,0,0,2,0,1,2,1,2,8,9,True,433.0,3,False,False,False,,,,,19.97,2,medium,90.63,3,sideway_left,19.09,2,medium,87.69,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_19,19,1864049,820,832,01:14.0,01:15.2,1,14,1.2,1,2,right_to_left,8,player_possession,151127,K. Sharples,4,LCB,2329,KC Current,-29.4,19.22,2,half_space_left,1,defensive_third,False,-27.7,21.53,1,wide_left,1,defensive_third,False,3,drawing,0,0,4,3,False,False,True,False,3,False,0,build_up,10,high_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,2.91,53.65,3,sideway_left,True,False,8.7,1,jogging,13.63,11.17,-2.46,7.37,8.12,36.77,35.82,-0.95,47.63,46.88,-0.75,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,87.69,3,sideway_left,19.09,2,medium,1,successful,7_48,False,816480,C. Hutton,12.0,LM,-12.96,21.5,1,wide_left,2,middle_third,False,-11.99,21.55,1,wide_left,2,middle_third,False,0.9834,False,0.0005,False,2,0,1,1,0,0,2,0,0,2,0,2,2,2,2,7,8,True,523.0,3,True,False,False,1,first,2,around,14.74,1,short,-0.12,1,forward,13.63,1,short,-8.99,1,forward,True,10,7,3,10,10,0,True,True,True,True,False
