event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_10,10,1864049,993,1009,01:31.3,01:32.9,1,31,1.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,22541,Debinha,19,CF,151139,L. LaBonta,10,DM,2329,KC Current,3.42,4.8,3,center,2,middle_third,False,7.4,-1.48,3,center,2,middle_third,False,8_28,1009,3,drawing,0,0,7,5,chaotic,5,chaotic,False,False,7.44,-57.64,4,sideway_right,False,False,16.71,2,running,1.57,3.81,2.24,13.62,15.12,10.2,7.72,-2.48,41.38,39.88,-1.5,True,True,3,ahead,3,ahead,5.96,8.85,-2.33,3.25,3,center,2,middle_third,False,-1.45,-1.36,3,center,2,middle_third,False,False,False,,False,True,0.0115,0.6227,0.7633,True,True,1,False,,,,True,3,4,1,True,True,
1_11,11,1864049,997,1009,01:31.7,01:32.9,1,31,1.2,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151129,V. DiBernardo,14,RM,151139,L. LaBonta,10,DM,2329,KC Current,2.26,1.52,3,center,2,middle_third,False,3.39,-3.88,3,center,2,middle_third,False,8_28,1009,3,drawing,0,0,7,5,chaotic,5,chaotic,False,False,5.53,-78.18,4,sideway_right,False,False,16.55,2,running,1.05,2.48,1.43,14.08,15.12,11.82,11.73,-0.09,40.92,39.88,-1.04,True,True,3,ahead,3,ahead,4.55,5.46,-2.25,2.15,3,center,2,middle_third,False,-1.45,-1.36,3,center,2,middle_third,False,False,False,,False,False,0.0052,0.8914,0.94,True,True,1,False,,,,True,5,5,0,True,True,
1_12,12,1864049,1010,1040,01:33.0,01:36.0,1,33,3.0,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,22541,Debinha,19,CF,188178,M. Cooper,20,RF,2329,KC Current,7.68,-1.85,3,center,2,middle_third,False,19.63,-6.46,3,center,3,attacking_third,False,8_29,1021,3,drawing,0,0,7,5,chaotic,5,chaotic,False,False,13.24,-21.1,1,forward,False,False,15.91,2,running,4.13,2.4,-1.73,15.24,26.37,7.56,6.74,-0.82,39.76,28.63,-11.13,True,True,3,ahead,3,ahead,11.15,9.8,3.56,-12.21,4,half_space_right,2,middle_third,False,11.19,-11.44,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0183,0.8108,0.8945,True,True,2,False,,,,True,3,3,0,True,True,
1_13,13,1864049,1010,1040,01:33.0,01:36.0,1,33,3.0,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151129,V. DiBernardo,14,RM,188178,M. Cooper,20,RF,2329,KC Current,3.58,-4.32,3,center,2,middle_third,False,17.36,-14.6,4,half_space_right,2,middle_third,False,8_29,1021,3,drawing,0,0,7,5,chaotic,5,chaotic,False,False,17.41,-36.72,1,forward,True,False,20.84,3,hsr,2.54,2.87,0.33,15.24,26.37,11.66,9.01,-2.65,39.76,28.63,-11.13,True,False,2,same_line,3,ahead,7.89,6.93,3.56,-12.21,4,half_space_right,2,middle_third,False,11.19,-11.44,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0108,0.8245,0.939,True,True,2,False,,,,True,3,4,1,True,True,
1_14,14,1864049,1010,1040,01:33.0,01:36.0,1,33,3.0,1,2,right_to_left,1,off_ball_run,1,behind,816479,T. Chawinga,18,LF,188178,M. Cooper,20,RF,2329,KC Current,13.33,3.57,3,center,2,middle_third,False,25.03,-7.42,3,center,3,attacking_third,False,8_29,1021,3,drawing,0,0,7,5,chaotic,5,chaotic,False,False,16.49,-43.21,1,forward,False,False,19.77,2,running,3.11,2.42,-0.69,15.24,26.37,1.91,1.34,-0.57,39.76,28.63,-11.13,True,True,3,ahead,3,ahead,18.56,14.41,3.56,-12.21,4,half_space_right,2,middle_third,False,11.19,-11.44,4,half_space_right,2,middle_third,False,True,False,,True,True,0.0232,0.4482,0.9131,True,True,2,False,True,True,False,True,1,3,2,True,True,
1_15,15,1864049,1295,1315,02:01.5,02:03.5,2,1,2.0,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,816481,E. Wheeler,2,LB,22541,Debinha,19,CF,2329,KC Current,17.59,25.78,1,wide_left,2,middle_third,False,27.39,23.05,1,wide_left,3,attacking_third,False,8_38,1288,3,drawing,0,0,10,1,create,9,medium_block,False,False,10.2,-15.57,1,forward,False,False,20.86,3,hsr,9.72,7.63,-2.09,24.91,31.48,7.32,4.09,-3.23,30.09,23.52,-6.57,False,False,2,same_line,3,ahead,28.79,21.64,14.98,-2.89,3,center,2,middle_third,False,18.69,3.24,3,center,3,attacking_third,False,False,False,,True,False,0.0358,0.6778,0.9491,True,True,1,False,,,,True,3,5,2,True,True,
1_16,16,1864049,1302,1321,02:02.2,02:04.1,2,2,1.9,1,2,right_to_left,1,off_ball_run,1,behind,816479,T. Chawinga,18,LF,22541,Debinha,19,CF,2329,KC Current,23.9,0.71,3,center,3,attacking_third,False,32.54,-2.11,3,center,3,attacking_third,False,8_38,1288,3,drawing,0,0,10,1,create,9,medium_block,False,False,8.57,-18.08,1,forward,False,False,17.23,2,running,2.92,2.08,-0.84,26.95,34.34,3.05,1.8,-1.25,28.05,20.66,-7.39,True,True,3,ahead,3,ahead,7.55,13.13,16.44,-0.47,3,center,2,middle_third,False,20.95,4.05,3,center,3,attacking_third,False,True,True,False,True,True,0.0477,0.4115,0.6146,True,True,1,False,True,False,False,True,2,2,0,True,True,True
1_17,17,1864049,1819,1829,02:53.9,02:54.9,2,53,1.0,1,2,right_to_left,1,off_ball_run,9,support,151127,K. Sharples,4,LCB,57144,H. Mace,8,RB,2329,KC Current,13.33,12.89,2,half_space_left,2,middle_third,False,9.71,17.28,2,half_space_left,2,middle_third,False,8_41,1798,3,drawing,0,0,12,7,set_play,13,defending_set_play,False,False,5.69,129.51,3,sideway_left,False,False,19.95,2,running,21.77,21.07,-0.7,44.49,39.54,31.16,29.83,-1.33,10.51,15.46,4.95,False,False,1,behind,1,behind,28.63,31.65,39.61,1.52,3,center,3,attacking_third,True,36.35,0.2,3,center,3,attacking_third,False,False,False,,False,False,0.0037,0.9259,0.7129,True,False,0,False,,,,False,10,10,0,False,False,
1_18,18,1864049,1860,1867,02:58.0,02:58.7,2,58,0.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151139,L. LaBonta,10,DM,151129,V. DiBernardo,14,RM,2329,KC Current,29.13,20.61,1,wide_left,3,attacking_third,False,31.56,22.41,1,wide_left,3,attacking_third,False,8_42,1862,3,drawing,0,0,12,7,set_play,13,defending_set_play,False,False,2.62,36.53,1,forward,False,False,15.54,2,running,6.05,5.88,-0.17,33.79,34.13,4.66,2.57,-2.09,21.21,20.87,-0.34,True,False,3,ahead,3,ahead,11.46,10.54,25.96,31.62,1,wide_left,3,attacking_third,False,25.1,30.74,1,wide_left,3,attacking_third,False,True,False,,False,False,0.0065,0.6653,0.9582,True,True,0,False,,,,True,4,5,1,True,True,
1_19,19,1864049,1942,1971,03:06.2,03:09.1,3,6,2.9,1,2,right_to_left,1,off_ball_run,4,dropping_off,52566,A. Cook,6,RCB,57144,H. Mace,8,RB,2329,KC Current,-5.39,6.86,3,center,2,middle_third,False,-21.95,6.49,3,center,1,defensive_third,False,8_44,1946,3,drawing,0,0,14,5,chaotic,5,chaotic,False,False,16.25,-178.72,2,backward,False,False,20.46,3,hsr,9.2,2.43,-6.76,31.61,20.76,37.0,42.71,5.71,23.39,34.24,10.85,False,False,2,same_line,2,same_line,7.95,5.67,-3.52,14.59,2,half_space_left,2,middle_third,False,-19.8,11.74,2,half_space_left,1,defensive_third,False,True,True,False,False,False,0.0002,0.9253,0.8275,True,True,1,False,,,,True,10,10,0,True,True,True
1_20,20,1864049,1948,1979,03:06.8,03:09.9,3,6,3.1,1,2,right_to_left,1,off_ball_run,4,dropping_off,151127,K. Sharples,4,LCB,57144,H. Mace,8,RB,2329,KC Current,0.85,18.54,2,half_space_left,2,middle_third,False,-13.06,23.24,1,wide_left,2,middle_third,False,8_44,1946,3,drawing,0,0,14,5,chaotic,5,chaotic,False,False,14.61,161.33,2,backward,False,False,17.48,2,running,9.47,16.96,7.49,29.52,17.98,28.67,31.04,2.37,25.48,37.02,11.54,True,False,3,ahead,3,ahead,9.76,16.52,-8.31,15.18,2,half_space_left,2,middle_third,False,-22.6,9.75,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0004,0.6526,0.7427,True,True,1,False,,,,True,9,9,0,True,True,
1_21,21,1864049,1980,1989,03:10.0,03:10.9,3,10,0.9,1,2,right_to_left,1,off_ball_run,4,dropping_off,151127,K. Sharples,4,LCB,52566,A. Cook,6,RCB,2329,KC Current,-13.55,23.16,1,wide_left,2,middle_third,False,-17.7,22.01,1,wide_left,2,middle_third,False,8_45,1984,3,drawing,0,0,14,5,chaotic,5,chaotic,False,False,3.84,-164.51,2,backward,False,False,17.27,2,running,17.1,16.55,-0.56,17.64,14.76,31.19,32.46,1.27,37.36,40.24,2.88,False,False,3,ahead,3,ahead,20.67,18.32,-24.56,5.67,3,center,1,defensive_third,False,-25.12,5.26,3,center,1,defensive_third,False,False,False,,False,False,0.0002,0.9073,0.9247,True,True,0,False,,,,True,9,9,0,True,True,
1_22,22,1864049,1990,2029,03:11.0,03:14.9,3,11,3.9,1,1,left_to_right,1,off_ball_run,1,behind,63540,Adriana,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,12.6,1.89,3,center,2,middle_third,False,32.93,6.41,3,center,3,attacking_third,False,8_46,1991,3,drawing,0,0,15,5,chaotic,5,chaotic,False,False,20.22,12.53,1,forward,False,False,19.26,2,running,8.36,3.73,-4.63,26.15,33.74,13.55,0.81,-12.74,28.85,21.26,-7.59,False,False,1,behind,3,ahead,14.07,13.76,24.35,-5.85,3,center,3,attacking_third,False,28.65,-6.67,3,center,3,attacking_third,False,True,False,,True,False,0.0956,0.7278,0.9819,True,True,1,False,True,False,False,True,1,3,2,True,True,
1_23,23,1864049,1998,2007,03:11.8,03:12.7,3,11,0.9,1,1,left_to_right,1,off_ball_run,9,support,151151,H. McCutcheon,12,LM,62445,B. Banda,19,CF,2334,Orlando Pride,6.42,-9.65,4,half_space_right,2,middle_third,False,11.08,-10.26,4,half_space_right,2,middle_third,False,8_46,1991,3,drawing,0,0,15,5,chaotic,5,chaotic,False,False,4.26,-7.46,1,forward,False,False,16.93,2,running,3.87,3.12,-0.76,27.78,29.38,21.36,18.3,-3.06,27.22,25.62,-1.6,True,True,1,behind,1,behind,17.02,11.79,22.75,-4.85,3,center,3,attacking_third,False,22.05,-5.95,3,center,3,attacking_third,False,False,False,,False,False,0.0146,0.882,0.6687,True,False,1,False,,,,True,6,5,-1,True,True,
1_24,24,1864049,2321,2328,03:44.1,03:44.8,3,44,0.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,816481,E. Wheeler,2,LB,816480,C. Hutton,12,LM,2329,KC Current,1.78,34.57,1,wide_left,2,middle_third,False,4.84,34.65,1,wide_left,2,middle_third,False,8_56,2313,3,drawing,0,0,20,1,create,9,medium_block,False,False,2.62,1.5,1,forward,False,False,15.62,2,running,6.51,5.21,-1.31,10.87,13.14,9.09,8.3,-0.79,44.13,41.86,-2.27,False,False,3,ahead,3,ahead,12.39,12.13,-8.82,28.16,1,wide_left,2,middle_third,False,-6.19,29.6,1,wide_left,2,middle_third,False,False,False,,False,False,0.0022,0.9116,0.8722,True,True,1,False,,,,True,5,6,1,True,True,
1_25,25,1864049,2326,2353,03:44.6,03:47.3,3,44,2.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,816479,T. Chawinga,18,LF,816480,C. Hutton,12,LM,2329,KC Current,8.95,20.77,1,wide_left,2,middle_third,False,18.98,27.47,1,wide_left,3,attacking_third,False,8_56,2313,3,drawing,0,0,20,1,create,9,medium_block,False,False,11.73,33.74,1,forward,False,False,16.14,2,running,1.66,1.49,-0.17,12.49,19.94,3.54,0.96,-2.58,42.51,35.06,-7.45,True,False,3,ahead,3,ahead,18.01,16.23,-6.97,29.2,1,wide_left,2,middle_third,False,3.57,32.55,1,wide_left,2,middle_third,False,False,False,,False,True,0.0049,0.6149,0.9181,True,False,2,False,,,,True,2,4,2,True,True,
1_26,26,1864049,2336,2353,03:45.6,03:47.3,3,45,1.7,1,2,right_to_left,1,off_ball_run,6,pulling_half_space,22541,Debinha,19,CF,816480,C. Hutton,12,LM,2329,KC Current,10.27,10.84,2,half_space_left,2,middle_third,False,11.69,18.1,2,half_space_left,2,middle_third,False,8_56,2313,3,drawing,0,0,20,1,create,9,medium_block,False,False,7.02,78.93,3,sideway_left,False,False,15.7,2,running,5.47,3.76,-1.7,15.17,19.94,4.9,8.25,3.35,39.83,35.06,-4.77,True,True,3,ahead,3,ahead,24.02,16.58,-2.82,30.98,1,wide_left,2,middle_third,False,3.57,32.55,1,wide_left,2,middle_third,False,True,True,True,False,False,0.0033,0.9819,0.8348,True,False,1,False,,,,True,6,4,-2,True,True,True
1_27,27,1864049,2371,2394,03:49.1,03:51.4,3,49,2.3,1,2,right_to_left,1,off_ball_run,9,support,22541,Debinha,19,CF,151129,V. DiBernardo,14,RM,2329,KC Current,17.32,22.34,1,wide_left,2,middle_third,False,30.05,20.09,2,half_space_left,3,attacking_third,False,8_58,2384,3,drawing,0,0,20,1,create,9,medium_block,False,False,12.47,-10.02,1,forward,False,False,20.51,3,hsr,1.89,5.97,4.08,26.51,37.07,9.19,7.02,-2.17,28.49,17.93,-10.56,True,True,1,behind,2,same_line,12.3,6.82,24.76,12.55,2,half_space_left,3,attacking_third,False,31.9,13.53,2,half_space_left,3,attacking_third,False,False,False,,True,True,0.0234,0.4238,0.8027,True,True,2,False,,,,True,4,6,2,True,True,
1_28,28,1864049,2371,2394,03:49.1,03:51.4,3,49,2.3,1,2,right_to_left,1,off_ball_run,9,support,188178,M. Cooper,20,RF,151129,V. DiBernardo,14,RM,2329,KC Current,19.1,-23.6,5,wide_right,3,attacking_third,False,29.6,-18.72,4,half_space_right,3,attacking_third,False,8_58,2384,3,drawing,0,0,20,1,create,9,medium_block,False,False,11.07,24.93,1,forward,False,True,18.1,2,running,22.3,21.85,-0.45,26.51,37.07,7.41,7.47,0.06,28.49,17.93,-10.56,False,False,1,behind,2,same_line,36.59,32.33,24.76,12.55,2,half_space_left,3,attacking_third,False,31.9,13.53,2,half_space_left,3,attacking_third,False,False,False,,True,False,0.0227,0.829,0.6333,True,True,2,False,,,,True,4,4,0,True,True,
1_29,29,1864049,2371,2394,03:49.1,03:51.4,3,49,2.3,1,2,right_to_left,1,off_ball_run,1,behind,816479,T. Chawinga,18,LF,151129,V. DiBernardo,14,RM,2329,KC Current,24.6,23.76,1,wide_left,3,attacking_third,False,35.62,13.16,2,half_space_left,3,attacking_third,False,8_58,2384,3,drawing,0,0,20,1,create,9,medium_block,False,False,14.91,-43.89,1,forward,False,True,23.84,3,hsr,1.57,1.58,0.02,26.51,37.07,1.91,1.45,-0.46,28.49,17.93,-10.56,True,True,2,same_line,3,ahead,11.21,3.74,24.76,12.55,2,half_space_left,3,attacking_third,False,31.9,13.53,2,half_space_left,3,attacking_third,False,False,False,,True,True,0.1069,0.374,0.9668,True,True,2,False,True,True,False,True,1,3,2,True,True,
1_30,30,1864049,3261,3314,05:18.1,05:23.4,5,18,5.3,1,1,left_to_right,1,off_ball_run,9,support,62389,Angelina,14,RM,151602,A. Watt,17,RW,2334,Orlando Pride,1.19,-1.83,3,center,2,middle_third,False,20.54,-17.49,4,half_space_right,3,attacking_third,False,8_70,3281,3,drawing,0,0,27,2,finish,8,low_block,True,False,26.94,-38.98,1,forward,True,False,15.61,2,running,3.65,5.31,1.66,30.06,39.71,28.87,19.17,-9.7,24.94,15.29,-9.65,False,True,1,behind,1,behind,33.42,10.41,18.55,-30.39,5,wide_right,3,attacking_third,False,30.24,-21.28,5,wide_right,3,attacking_third,False,False,False,,False,False,0.0112,0.865,0.8847,True,False,1,False,,,,False,9,10,1,True,False,
