event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_124,124,1848387,18001,18035,29:52.1,29:55.5,29,52,3.4,1,1,left_to_right,1,off_ball_run,3,cross_receiver,22541,Debinha,19,CF,188178,M. Cooper,17,RW,2329,KC Current,18.86,1.04,3,center,3,attacking_third,False,34.87,1.11,3,center,3,attacking_third,False,8_319,18015,1,winning,1,0,129,3,quick_break,12,defending_quick_break,False,False,16.4,0.25,1,forward,False,False,17.32,2,running,6.64,4.44,-2.2,26.16,39.04,7.3,4.17,-3.13,26.34,13.46,-12.88,True,True,2,same_line,2,same_line,18.19,27.22,20.31,-17.09,4,half_space_right,3,attacking_third,False,36.11,-26.08,5,wide_right,3,attacking_third,False,False,False,,True,True,0.0601,0.3393,0.7274,True,False,1,False,,,,False,3,3,0,True,True,
1_125,125,1848387,18012,18047,29:53.2,29:56.7,29,53,3.5,1,1,left_to_right,1,off_ball_run,9,support,151129,V. DiBernardo,15,AM,188178,M. Cooper,17,RW,2329,KC Current,14.16,-2.75,3,center,2,middle_third,False,31.2,-4.74,3,center,3,attacking_third,False,8_319,18015,1,winning,1,0,129,3,quick_break,12,defending_quick_break,False,False,16.79,-6.66,1,forward,False,False,17.62,2,running,4.38,5.89,1.51,30.06,42.64,15.9,11.44,-4.46,22.44,9.86,-12.58,True,True,1,behind,1,behind,20.85,23.05,26.23,-19.75,4,half_space_right,3,attacking_third,False,40.83,-25.68,5,wide_right,3,attacking_third,False,False,False,,True,True,0.0372,0.485,0.6384,True,False,1,False,,,,False,6,8,2,True,True,
1_126,126,1848387,18493,18511,30:41.3,30:43.1,30,41,1.8,1,2,right_to_left,1,off_ball_run,7,pulling_wide,63796,F. Rauch,2,LB,149933,M. Berkely,4,LCB,1833,NC Courage,-13.48,16.25,2,half_space_left,2,middle_third,False,-12.99,24.18,1,wide_left,2,middle_third,False,8_328,18494,2,losing,0,1,134,1,create,9,medium_block,False,False,7.95,86.46,3,sideway_left,True,False,15.76,2,running,11.38,10.68,-0.7,0.69,3.26,14.17,16.25,2.08,51.81,49.24,-2.57,False,False,3,ahead,3,ahead,24.65,23.54,-37.74,11.87,2,half_space_left,1,defensive_third,False,-33.52,12.66,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0008,0.9692,0.9361,True,True,0,False,,,,True,6,5,-1,True,True,
1_127,127,1848387,18715,18737,31:03.5,31:05.7,31,3,2.2,1,1,left_to_right,1,off_ball_run,4,dropping_off,52566,A. Cook,6,RCB,57144,H. Mace,8,RB,2329,KC Current,-17.12,-10.58,4,half_space_right,2,middle_third,False,-26.67,-12.29,4,half_space_right,1,defensive_third,False,8_335,18725,1,winning,1,0,136,0,build_up,10,high_block,False,False,9.73,-169.85,2,backward,False,False,15.89,2,running,10.37,7.45,-2.92,16.96,12.07,34.08,38.74,4.66,35.54,40.43,4.89,False,False,1,behind,1,behind,10.23,14.05,-11.69,-19.25,4,half_space_right,2,middle_third,False,-16.98,-22.46,5,wide_right,2,middle_third,False,False,False,,False,False,0.0002,0.9239,0.8195,True,True,0,False,,,,True,10,10,0,True,True,
1_128,128,1848387,18964,18989,31:28.4,31:30.9,31,28,2.5,1,2,right_to_left,1,off_ball_run,4,dropping_off,57140,K. Kurtz,6,RCB,57135,C. Murphy,1,GK,1833,NC Courage,-7.9,11.03,2,half_space_left,2,middle_third,False,-18.75,8.16,3,center,1,defensive_third,False,8_342,18985,2,losing,0,1,142,1,create,9,medium_block,False,False,10.81,-165.18,2,backward,False,False,16.15,2,running,6.59,8.19,1.6,25.66,16.88,33.56,35.63,2.07,26.84,35.62,8.78,False,False,3,ahead,3,ahead,24.45,15.14,-32.26,8.88,3,center,1,defensive_third,False,-33.83,6.76,3,center,1,defensive_third,False,False,False,,False,False,0.0001,0.9872,0.8187,True,True,1,False,,,,True,10,9,-1,False,False,
1_129,129,1848387,18964,19008,31:28.4,31:32.8,31,28,4.4,1,2,right_to_left,1,off_ball_run,4,dropping_off,18897,R. Williams,8,RB,57135,C. Murphy,1,GK,1833,NC Courage,-5.21,0.99,3,center,2,middle_third,False,-20.65,-12.68,4,half_space_right,1,defensive_third,False,8_342,18985,2,losing,0,1,142,1,create,9,medium_block,False,False,20.78,-138.48,2,backward,True,False,16.98,2,running,5.3,9.24,3.94,25.66,12.86,30.87,33.51,2.64,26.84,39.64,12.8,False,False,3,ahead,3,ahead,28.18,21.56,-32.26,8.88,3,center,1,defensive_third,False,-34.67,3.7,3,center,1,defensive_third,False,False,False,,False,False,0.0001,0.9853,0.6204,True,False,1,False,,,,False,10,9,-1,False,False,
1_130,130,1848387,19142,19179,31:46.2,31:49.9,31,46,3.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,188659,Aline Gomes,18,LF,63796,F. Rauch,2,LB,1833,NC Courage,3.32,16.91,2,half_space_left,2,middle_third,False,20.31,33.02,1,wide_left,3,attacking_third,False,8_345,19149,2,losing,0,1,144,1,create,9,medium_block,False,False,22.91,43.48,1,forward,True,False,24.53,3,hsr,2.56,5.98,3.42,8.21,22.44,4.89,2.13,-2.76,44.29,30.06,-14.23,True,False,3,ahead,3,ahead,18.29,17.28,-2.49,34.25,1,wide_left,2,middle_third,False,3.18,30.72,1,wide_left,2,middle_third,False,True,True,True,False,True,0.0075,0.5569,0.9111,True,True,0,False,,,,True,2,4,2,True,True,True
1_131,131,1848387,19159,19223,31:47.9,31:54.3,31,47,6.4,1,2,right_to_left,1,off_ball_run,3,cross_receiver,75099,A. Sanchez,10,DM,188659,Aline Gomes,18,LF,1833,NC Courage,6.71,-15.71,4,half_space_right,2,middle_third,False,37.87,1.8,3,center,3,attacking_third,True,8_346,19179,2,losing,0,1,145,2,finish,8,low_block,True,False,39.95,29.33,1,forward,False,True,,,,7.18,1.8,-5.38,12.11,44.47,5.4,6.6,1.2,40.39,8.03,-32.36,False,True,1,behind,1,behind,39.26,24.13,9.85,23.42,1,wide_left,2,middle_third,False,44.48,25.01,1,wide_left,3,attacking_third,False,False,False,,True,True,0.1125,0.362,0.7769,True,False,1,False,,,,False,4,4,0,True,True,
1_132,132,1848387,19182,19266,31:50.2,31:58.6,31,50,8.4,1,2,right_to_left,1,off_ball_run,5,overlap,63796,F. Rauch,2,LB,188659,Aline Gomes,18,LF,1833,NC Courage,4.42,30.81,1,wide_left,2,middle_third,False,48.0,21.46,1,wide_left,3,attacking_third,False,8_346,19179,2,losing,0,1,145,2,finish,8,low_block,True,False,45.09,-12.11,1,forward,False,False,19.6,2,running,2.7,2.83,0.13,24.12,47.83,19.7,-0.17,-19.87,28.38,4.67,-23.71,False,False,1,behind,3,ahead,17.89,12.21,22.1,33.54,1,wide_left,3,attacking_third,False,37.21,15.74,2,half_space_left,3,attacking_third,True,True,True,False,True,False,0.0327,0.8593,0.8548,True,False,1,False,,,,False,0,7,7,True,True,True
1_133,133,1848387,19714,19730,32:43.4,32:45.0,32,43,1.6,1,1,left_to_right,1,off_ball_run,7,pulling_wide,151139,L. LaBonta,11,RDM,57144,H. Mace,8,RB,2329,KC Current,-14.6,-21.66,5,wide_right,2,middle_third,False,-16.22,-29.0,5,wide_right,2,middle_third,False,8_349,19721,1,winning,1,0,146,0,build_up,10,high_block,False,False,7.54,-102.45,4,sideway_right,False,False,15.62,2,running,3.43,5.67,2.24,3.96,3.3,18.56,19.52,0.96,48.54,49.2,0.66,False,False,3,ahead,3,ahead,23.06,20.48,-37.52,-24.23,5,wide_right,1,defensive_third,False,-36.28,-24.87,5,wide_right,1,defensive_third,False,False,False,,False,False,0.0004,0.966,0.9574,True,True,0,False,,,,True,7,5,-2,True,True,
