event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_10,10,1848387,437,448,00:35.7,00:36.8,0,35,1.1,1,2,right_to_left,8,player_possession,63796,F. Rauch,2,LB,1833,NC Courage,7.96,28.6,1,wide_left,2,middle_third,False,10.53,30.2,1,wide_left,2,middle_third,False,3,drawing,0,0,5,6,False,False,True,False,7,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,11,throw_in_for,False,False,2.77,31.91,1,forward,False,False,9.79,1,jogging,5.59,1.82,-3.77,18.25,22.98,10.29,12.45,2.16,34.25,29.52,-4.73,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,32.13,1,forward,14.57,1,short,2,unsuccessful,7_13,,188612,M. Matsukubo,19.0,CF,21.26,11.58,2,half_space_left,3,attacking_third,False,,,,,,,,0.2426,True,0.026,True,3,2,2,0,0,2,2,1,0,1,1,3,2,2,2,4,4,True,442.0,3,False,True,True,3,last,1,through,21.49,2,medium,-60.05,4,sideway_right,,,,,,,True,7,2,5,7,7,0,True,True,True,True,False
8_11,11,1848387,614,618,00:53.4,00:53.8,0,53,0.4,1,2,right_to_left,8,player_possession,149933,M. Berkely,4,LCB,1833,NC Courage,6.55,30.82,1,wide_left,2,middle_third,False,6.83,30.95,1,wide_left,2,middle_third,False,3,drawing,0,0,6,1,False,False,False,True,3,True,2,finish,8,low_block,5,chaotic,5,chaotic,1,create,9,medium_block,11,throw_in_for,,,False,False,0.33,27.9,1,forward,,,2.7,1,jogging,4.01,2.56,-1.45,32.57,31.96,26.02,25.13,-0.89,19.93,20.54,0.61,False,False,7,throw_in_reception,1,pass,False,True,False,False,False,False,False,,,,,,,1,successful,7_16,False,63796,F. Rauch,2.0,LB,13.83,33.96,1,wide_left,2,middle_third,False,13.17,33.68,1,wide_left,2,middle_third,False,0.9645,False,0.0011,False,2,0,0,0,0,0,2,0,0,2,0,,,,,8,8,False,,,,,,,,,,7.62,1,short,23.27,1,forward,7.65,1,short,23.65,1,forward,True,10,9,1,10,10,0,True,True,,True,False
8_12,12,1848387,626,626,00:54.6,00:54.6,0,54,0.0,1,2,right_to_left,8,player_possession,63796,F. Rauch,2,LB,1833,NC Courage,13.19,33.65,1,wide_left,2,middle_third,False,13.19,33.65,1,wide_left,2,middle_third,False,3,drawing,0,0,6,2,False,True,True,False,3,True,2,finish,8,low_block,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,False,False,0.0,-138.01,2,backward,,,2.37,1,jogging,4.9,4.9,0.0,30.7,30.7,17.51,17.51,0.0,21.8,21.8,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,23.65,1,forward,7.65,1,short,2,unsuccessful,7_17,,22687,N. Miura,12.0,LM,10.93,27.06,1,wide_left,2,middle_third,False,,,,,,,,0.728,False,0.0019,False,3,0,0,0,0,0,1,0,0,3,0,,,,,5,5,False,,,,,,,,,,6.97,1,short,-108.93,4,sideway_right,,,,,,,False,9,9,0,9,9,0,True,True,True,True,False
8_13,13,1848387,649,658,00:56.9,00:57.8,0,56,0.9,1,1,left_to_right,8,player_possession,57144,H. Mace,8,RB,2329,KC Current,-21.74,-27.99,5,wide_right,1,defensive_third,False,-19.91,-26.03,5,wide_right,1,defensive_third,False,3,drawing,0,0,7,1,True,False,False,True,2,True,5,chaotic,5,chaotic,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,2.48,46.96,3,sideway_left,False,False,10.76,1,jogging,2.72,1.41,-1.31,-0.43,-0.38,21.31,19.53,-1.78,52.93,52.88,-0.05,True,True,4,recovery,1,pass,False,True,True,False,False,False,False,,,,,,,1,successful,7_22,False,816480,C. Hutton,9.0,LDM,-18.31,-15.38,4,half_space_right,1,defensive_third,False,-18.29,-15.13,4,half_space_right,1,defensive_third,False,0.9625,False,0.0009,False,4,0,0,0,0,0,2,0,0,4,0,4,4,2,3,5,5,False,,,,,,,,,,10.77,1,short,81.46,3,sideway_left,9.54,1,short,77.77,3,sideway_left,False,8,7,1,8,8,0,True,True,,True,False
8_14,14,1848387,667,676,00:58.7,00:59.6,0,58,0.9,1,1,left_to_right,8,player_possession,816480,C. Hutton,9,LDM,2329,KC Current,-18.29,-15.13,4,half_space_right,1,defensive_third,False,-17.57,-15.03,4,half_space_right,1,defensive_third,False,3,drawing,0,0,7,2,False,True,True,False,2,True,5,chaotic,5,chaotic,9,medium_block,1,create,8,low_block,2,finish,,,,,False,False,0.62,7.91,1,forward,,,3.22,1,jogging,3.45,1.37,-2.08,-0.34,-0.5,17.95,17.07,-0.88,52.84,53.0,0.16,True,True,1,pass_reception,1,pass,False,True,False,False,False,False,False,77.77,3,sideway_left,9.54,1,short,2,unsuccessful,7_25,,816479,T. Chawinga,16.0,LW,-4.74,-8.01,3,center,2,middle_third,False,,,,,,,,0.4069,True,0.0091,False,2,1,0,0,0,0,1,0,0,1,1,2,2,1,1,4,4,False,,,,,,,,,,14.62,1,short,28.69,1,forward,,,,,,,True,8,2,6,8,7,-1,True,True,True,True,False
8_15,15,1848387,684,715,01:00.4,01:03.5,1,0,3.1,1,2,right_to_left,8,player_possession,18897,R. Williams,8,RB,1833,NC Courage,5.05,7.74,3,center,2,middle_third,False,16.03,-1.03,3,center,2,middle_third,False,3,drawing,0,0,9,1,True,False,False,True,5,False,2,finish,8,low_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,13.73,-38.62,1,forward,False,False,16.5,2,running,2.28,2.19,-0.09,28.85,28.58,23.8,12.55,-11.25,23.65,23.92,0.27,True,True,2,pass_interception,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_28,False,62480,Kerolin,20.0,RF,18.33,-14.22,4,half_space_right,3,attacking_third,False,26.35,-21.71,5,wide_right,3,attacking_third,False,0.9777,False,0.0077,False,4,2,0,0,0,0,4,0,0,2,2,4,2,4,4,4,7,False,,,,,,,,,,13.39,1,short,-80.11,4,sideway_right,7.13,1,short,-124.54,4,sideway_right,False,7,5,2,7,8,1,True,True,True,True,False
8_16,16,1848387,733,766,01:05.3,01:08.6,1,5,3.3,1,2,right_to_left,8,player_possession,62480,Kerolin,20,RF,1833,NC Courage,26.35,-21.71,5,wide_right,3,attacking_third,False,35.39,-32.48,5,wide_right,3,attacking_third,False,3,drawing,0,0,9,2,False,False,False,False,5,False,2,finish,8,low_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,14.3,-49.99,4,sideway_right,False,False,15.62,2,running,5.42,2.68,-2.74,33.14,41.38,6.79,5.99,-0.8,19.36,11.12,-8.24,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,-124.54,4,sideway_right,7.13,1,short,2,unsuccessful,7_31,,18897,R. Williams,8.0,RB,33.84,-22.76,5,wide_right,3,attacking_third,False,,,,,,,,0.9543,False,0.0031,False,3,2,0,0,0,0,0,0,0,2,1,2,2,0,1,2,3,True,541.0,2,,False,False,,,,,9.84,1,short,99.06,3,sideway_left,,,,,,,False,6,6,0,6,5,-1,True,True,True,True,False
8_17,17,1848387,785,785,01:10.5,01:10.5,1,10,0.0,1,2,right_to_left,8,player_possession,18897,R. Williams,8,RB,1833,NC Courage,32.89,-29.18,5,wide_right,3,attacking_third,False,32.89,-29.18,5,wide_right,3,attacking_third,False,3,drawing,0,0,9,3,False,False,False,False,5,False,2,finish,8,low_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,0.0,-105.47,4,sideway_right,,,11.86,1,jogging,3.22,3.22,0.0,40.19,40.19,7.3,7.3,0.0,12.31,12.31,0.0,False,False,3,keep_possession,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,7_34,False,62480,Kerolin,20.0,RF,35.64,-31.11,5,wide_right,3,attacking_third,False,35.47,-31.62,5,wide_right,3,attacking_third,False,0.9295,False,0.0048,False,2,0,0,0,0,0,0,0,0,2,0,,,,,4,4,False,,,,,,,,,,3.36,1,short,-35.06,1,forward,3.57,1,short,-8.06,1,forward,False,6,5,1,6,6,0,True,True,,True,False
8_18,18,1848387,790,804,01:11.0,01:12.4,1,11,1.4,1,2,right_to_left,8,player_possession,62480,Kerolin,20,RF,1833,NC Courage,35.47,-31.62,5,wide_right,3,attacking_third,False,34.33,-32.2,5,wide_right,3,attacking_third,False,3,drawing,0,0,9,4,False,False,False,False,5,False,2,finish,8,low_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,1.36,-153.03,2,backward,,,3.5,1,jogging,3.88,1.98,-1.89,39.72,38.71,4.25,4.38,0.13,12.78,13.79,1.01,False,False,1,pass_reception,1,pass,False,False,False,False,False,False,False,-8.06,1,forward,3.57,1,short,1,successful,7_36,False,57136,D. O'Sullivan,14.0,RM,18.53,-23.02,5,wide_right,3,attacking_third,False,16.04,-23.62,5,wide_right,2,middle_third,False,0.9807,False,0.0023,False,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,False,,,,,,,,,,18.27,2,medium,149.84,2,backward,17.32,2,medium,150.07,2,backward,False,6,10,-4,6,5,-1,True,True,True,True,False
8_19,19,1848387,821,836,01:14.1,01:15.6,1,14,1.5,1,2,right_to_left,8,player_possession,57136,D. O'Sullivan,14,RM,1833,NC Courage,16.04,-23.62,5,wide_right,2,middle_third,False,13.47,-19.8,4,half_space_right,2,middle_third,False,3,drawing,0,0,9,5,False,False,True,False,5,False,2,finish,8,low_block,1,create,9,medium_block,1,create,9,medium_block,,,,,False,False,4.28,123.93,3,sideway_left,False,True,11.06,1,jogging,8.2,3.95,-4.25,36.45,34.25,20.41,20.78,0.37,16.05,18.25,2.2,False,False,1,pass_reception,1,pass,False,False,True,False,False,False,False,150.07,2,backward,17.32,2,medium,1,successful,7_37,False,57140,K. Kurtz,6.0,RCB,4.5,-6.07,3,center,2,middle_third,False,3.86,-2.72,3,center,2,middle_third,False,0.9981,False,0.0012,False,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,7,False,,,,,,,,,,16.4,2,medium,123.16,3,sideway_left,12.32,1,short,129.1,3,sideway_left,False,10,10,0,10,10,0,True,True,True,True,False
8_20,20,1848387,850,860,01:17.0,01:18.0,1,17,1.0,1,2,right_to_left,8,player_possession,57140,K. Kurtz,6,RCB,1833,NC Courage,3.86,-2.72,3,center,2,middle_third,False,4.09,0.11,3,center,2,middle_third,False,3,drawing,0,0,10,1,False,False,True,True,1,False,1,create,9,medium_block,2,finish,8,low_block,2,finish,8,low_block,,,,,False,False,2.84,85.35,3,sideway_left,False,False,10.15,1,jogging,12.01,10.12,-1.89,31.7,30.73,27.84,26.64,-1.2,20.8,21.77,0.97,False,False,1,pass_reception,1,pass,False,True,True,False,False,False,False,129.1,3,sideway_left,12.32,1,short,1,successful,7_38,False,149933,M. Berkely,4.0,LCB,7.86,16.47,2,half_space_left,2,middle_third,False,7.92,19.98,2,half_space_left,2,middle_third,False,0.9965,False,0.0009,False,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,9,9,False,,,,,,,,,,16.79,2,medium,77.02,3,sideway_left,12.78,1,short,67.17,3,sideway_left,True,10,10,0,10,10,0,True,True,True,True,False
