event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_12,12,1875301,2210,2221,03:33.0,03:34.1,3,33,1.1,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,149882,K. Abello,2,LB,151151,H. McCutcheon,12,LM,2334,Orlando Pride,2.14,33.13,1,wide_left,2,middle_third,False,7.5,33.73,1,wide_left,2,middle_third,False,8_35,2203,3,drawing,0,0,24,1,create,9,medium_block,False,False,4.95,6.39,1,forward,False,False,16.69,2,running,6.68,3.9,-2.77,20.79,23.23,18.65,15.73,-2.92,31.71,29.27,-2.44,False,False,2,same_line,2,same_line,8.81,8.07,4.55,24.66,1,wide_left,2,middle_third,False,5.77,25.85,1,wide_left,2,middle_third,False,True,True,True,False,False,0.0033,0.8157,0.9825,True,True,0,False,,,,True,7,8,1,True,True,True
1_13,13,1875301,2275,2315,03:39.5,03:43.5,3,39,4.0,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151151,H. McCutcheon,12,LM,62445,B. Banda,19,CF,2334,Orlando Pride,15.92,14.54,2,half_space_left,2,middle_third,False,33.55,6.94,3,center,3,attacking_third,False,8_39,2278,3,drawing,0,0,26,3,quick_break,12,defending_quick_break,True,False,21.08,-23.32,1,forward,False,True,18.93,2,running,2.51,3.71,1.2,27.53,36.76,11.61,3.21,-8.4,24.97,15.74,-9.23,True,True,1,behind,3,ahead,5.42,13.35,20.84,12.26,2,half_space_left,3,attacking_third,False,29.98,19.8,2,half_space_left,3,attacking_third,False,False,False,,True,True,0.0587,0.4709,0.705,True,True,1,False,,,,True,3,5,2,True,True,
1_14,14,1875301,2278,2314,03:39.8,03:43.4,3,39,3.6,1,1,left_to_right,1,off_ball_run,1,behind,63540,Adriana,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,16.42,23.98,1,wide_left,2,middle_third,False,35.47,15.81,2,half_space_left,3,attacking_third,False,8_39,2278,3,drawing,0,0,26,3,quick_break,12,defending_quick_break,True,False,20.95,-23.21,1,forward,False,True,20.77,3,hsr,9.37,2.21,-7.16,27.45,36.54,11.03,1.07,-9.96,25.05,15.96,-9.09,True,True,1,behind,3,ahead,12.3,6.93,20.58,12.4,2,half_space_left,3,attacking_third,False,29.87,19.9,2,half_space_left,3,attacking_third,False,False,False,,True,False,0.0298,0.758,0.937,True,True,1,False,True,False,False,True,3,5,2,True,True,
1_15,15,1875301,3104,3128,05:02.4,05:04.8,5,2,2.4,1,1,left_to_right,1,off_ball_run,3,cross_receiver,151602,A. Watt,17,RW,151151,H. McCutcheon,12,LM,2334,Orlando Pride,31.02,5.33,3,center,3,attacking_third,False,43.56,0.79,3,center,3,attacking_third,True,8_47,3082,3,drawing,0,0,31,2,finish,8,low_block,False,False,13.48,-19.9,1,forward,False,False,20.0,3,hsr,7.92,2.46,-5.46,39.77,50.0,8.75,6.44,-2.31,12.73,2.5,-10.23,True,True,1,behind,1,behind,29.87,26.57,41.55,33.28,1,wide_left,3,attacking_third,False,51.37,26.19,1,wide_left,3,attacking_third,False,False,False,,True,True,0.1001,0.3731,0.8879,True,False,2,False,,,,True,5,6,1,True,True,
1_16,16,1875301,3106,3128,05:02.6,05:04.8,5,2,2.2,1,1,left_to_right,1,off_ball_run,3,cross_receiver,22542,Marta,19,CF,151151,H. McCutcheon,12,LM,2334,Orlando Pride,34.26,21.46,1,wide_left,3,attacking_third,False,38.36,12.1,2,half_space_left,3,attacking_third,True,8_47,3082,3,drawing,0,0,31,2,finish,8,low_block,False,False,10.24,-66.34,4,sideway_right,False,True,16.66,2,running,4.51,1.97,-2.54,40.23,50.0,5.97,11.64,5.67,12.27,2.5,-9.77,True,True,1,behind,1,behind,14.35,19.18,42.83,32.97,1,wide_left,3,attacking_third,False,51.37,26.19,1,wide_left,3,attacking_third,False,False,False,,True,True,0.0458,0.2585,0.7293,True,True,2,False,,,,False,6,6,0,True,True,
1_17,17,1875301,3109,3134,05:02.9,05:05.4,5,2,2.5,1,1,left_to_right,1,off_ball_run,3,cross_receiver,62445,B. Banda,19,CF,151151,H. McCutcheon,12,LM,2334,Orlando Pride,38.05,17.46,2,half_space_left,3,attacking_third,True,42.26,5.96,3,center,3,attacking_third,True,8_47,3082,3,drawing,0,0,31,2,finish,8,low_block,False,False,11.85,-69.89,4,sideway_right,False,True,17.54,2,running,2.95,3.87,0.92,41.64,51.0,3.59,8.74,5.15,10.86,1.5,-9.36,True,True,1,behind,1,behind,16.33,20.46,44.69,32.38,1,wide_left,3,attacking_third,False,51.36,24.29,1,wide_left,3,attacking_third,False,False,False,,True,True,0.0543,0.4198,0.7774,True,True,2,False,,,,True,5,5,0,True,True,
1_18,18,1875301,3168,3215,05:08.8,05:13.5,5,8,4.7,1,1,left_to_right,1,off_ball_run,7,pulling_wide,151602,A. Watt,17,RW,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,36.76,-7.24,3,center,3,attacking_third,True,30.81,-24.75,5,wide_right,3,attacking_third,False,8_49,3190,3,drawing,0,0,31,2,finish,8,low_block,False,False,21.48,-108.77,4,sideway_right,True,False,16.74,2,running,4.79,5.82,1.03,42.41,33.22,5.65,2.41,-3.24,10.09,19.28,9.19,False,False,3,ahead,3,ahead,29.05,24.53,11.25,6.66,3,center,2,middle_third,False,10.73,-10.66,4,half_space_right,2,middle_third,False,False,False,,False,False,0.0068,0.8446,0.7183,True,True,1,False,,,,True,5,7,2,True,True,
1_19,19,1875301,3184,3228,05:10.4,05:14.8,5,10,4.4,1,1,left_to_right,1,off_ball_run,7,pulling_wide,817541,C. Dyke,8,RB,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,25.7,-5.78,3,center,3,attacking_third,False,17.55,-24.83,5,wide_right,3,attacking_third,False,8_49,3190,3,drawing,0,0,31,2,finish,8,low_block,False,False,21.13,-113.16,4,sideway_right,True,False,17.23,2,running,6.91,5.91,-1.0,36.83,33.9,11.13,16.35,5.22,15.67,18.6,2.93,False,False,3,ahead,3,ahead,16.49,13.6,11.17,2.01,3,center,2,middle_third,False,8.64,-14.56,4,half_space_right,2,middle_third,False,True,True,True,False,False,0.0019,0.9919,0.9826,True,True,1,False,,,,True,8,8,0,True,True,True
1_20,20,1875301,4005,4013,06:32.5,06:33.3,6,32,0.8,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,815174,M. Morris,19,CF,149990,T. McKeown,6,RCB,2333,Washington,1.09,-20.53,5,wide_right,2,middle_third,False,4.69,-21.53,5,wide_right,2,middle_third,False,8_59,3986,3,drawing,0,0,35,1,create,9,medium_block,False,False,3.75,-15.52,1,forward,False,False,16.78,2,running,3.31,2.96,-0.35,10.6,13.95,9.51,9.26,-0.25,41.9,38.55,-3.35,True,True,3,ahead,3,ahead,19.49,20.91,-18.37,-21.56,5,wide_right,1,defensive_third,False,-16.21,-20.94,5,wide_right,2,middle_third,False,True,False,,False,False,0.0011,0.7115,0.7272,True,False,0,False,,,,True,4,5,1,True,True,
1_21,21,1875301,4307,4319,07:02.7,07:03.9,7,2,1.2,1,1,left_to_right,1,off_ball_run,2,coming_short,62389,Angelina,14,RM,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-6.36,0.83,3,center,2,middle_third,False,-9.88,-2.91,3,center,2,middle_third,False,8_65,4311,3,drawing,0,0,39,0,build_up,10,high_block,False,False,5.19,-133.26,4,sideway_right,False,False,15.52,2,running,5.96,4.88,-1.08,13.91,12.11,20.27,21.99,1.72,38.59,40.39,1.8,True,True,3,ahead,3,ahead,16.15,15.02,-22.45,2.2,3,center,1,defensive_third,False,-23.12,4.18,3,center,1,defensive_third,False,False,False,,False,False,0.0006,0.9806,0.7389,True,False,1,False,,,,False,8,8,0,True,True,
1_22,22,1875301,4315,4323,07:03.5,07:04.3,7,3,0.8,1,1,left_to_right,1,off_ball_run,2,coming_short,151151,H. McCutcheon,12,LM,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-6.42,16.4,2,half_space_left,2,middle_third,False,-9.47,14.88,2,half_space_left,2,middle_third,False,8_65,4311,3,drawing,0,0,39,0,build_up,10,high_block,False,False,3.41,-153.51,2,backward,False,False,15.3,2,running,7.74,5.94,-1.8,12.71,11.5,19.13,20.97,1.84,39.79,41.0,1.21,True,True,3,ahead,3,ahead,20.89,17.31,-22.98,3.66,3,center,1,defensive_third,False,-23.29,4.46,3,center,1,defensive_third,False,False,False,,False,False,0.0004,0.9692,0.9134,True,True,1,False,,,,True,8,8,0,True,True,
1_23,23,1875301,4340,4354,07:06.0,07:07.4,7,6,1.4,1,1,left_to_right,1,off_ball_run,2,coming_short,149882,K. Abello,2,LB,149954,K. Strom,4,LCB,2334,Orlando Pride,-5.71,32.7,1,wide_left,2,middle_third,False,-12.14,33.01,1,wide_left,2,middle_third,False,8_66,4339,3,drawing,0,0,39,0,build_up,10,high_block,False,False,6.46,177.24,2,backward,False,False,16.49,2,running,9.25,8.68,-0.57,9.29,9.51,15.0,21.65,6.65,43.21,42.99,-0.22,False,False,3,ahead,3,ahead,26.02,16.12,-28.42,19.99,2,half_space_left,1,defensive_third,False,-25.09,23.41,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0005,0.9514,0.9687,True,True,0,False,,,,True,8,6,-2,True,True,
1_24,24,1875301,4396,4432,07:11.6,07:15.2,7,11,3.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,662391,R. Kouassi,16,LW,62527,A. Hatch,19,CF,2333,Washington,9.07,-24.0,5,wide_right,2,middle_third,False,29.23,-28.82,5,wide_right,3,attacking_third,False,8_68,4395,3,drawing,0,0,41,4,transition,11,defending_transition,False,False,21.01,-13.45,1,forward,False,False,20.84,3,hsr,4.51,5.57,1.05,19.67,32.42,10.6,3.19,-7.41,32.83,20.08,-12.75,True,False,1,behind,3,ahead,14.67,11.46,13.65,-10.06,4,half_space_right,2,middle_third,False,19.91,-22.16,5,wide_right,3,attacking_third,False,True,True,True,False,False,0.0054,0.9295,0.981,True,False,1,False,,,,True,4,5,1,True,True,True
1_25,25,1875301,4402,4417,07:12.2,07:13.7,7,12,1.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,815174,M. Morris,19,CF,62527,A. Hatch,19,CF,2333,Washington,18.79,-21.08,5,wide_right,3,attacking_third,False,25.12,-17.4,4,half_space_right,3,attacking_third,False,8_68,4395,3,drawing,0,0,41,4,transition,11,defending_transition,False,False,6.9,30.17,1,forward,False,True,17.41,2,running,3.78,2.34,-1.44,21.7,27.32,2.91,2.2,-0.71,30.8,25.18,-5.62,False,True,3,ahead,3,ahead,11.49,10.93,12.91,-11.21,4,half_space_right,2,middle_third,False,14.19,-17.51,4,half_space_right,2,middle_third,False,False,False,,True,False,0.0224,0.8044,0.609,True,True,1,False,,,,True,2,3,1,True,True,
1_26,26,1875301,4424,4465,07:14.4,07:18.5,7,14,4.1,1,2,right_to_left,1,off_ball_run,9,support,62527,A. Hatch,19,CF,662391,R. Kouassi,16,LW,2333,Washington,16.52,-20.47,5,wide_right,2,middle_third,False,31.04,-12.95,4,half_space_right,3,attacking_third,False,8_69,4435,3,drawing,0,0,41,4,transition,11,defending_transition,False,False,18.58,27.38,1,forward,False,True,16.68,2,running,3.87,6.06,2.19,29.85,41.16,13.33,10.12,-3.21,22.65,11.34,-11.31,True,True,1,behind,1,behind,11.4,12.59,25.91,-26.94,5,wide_right,3,attacking_third,False,39.49,-22.28,5,wide_right,3,attacking_third,False,False,False,,False,True,0.0127,0.6323,0.6071,True,True,0,False,,,,True,6,6,0,True,True,
1_27,27,1875301,5134,5154,08:25.4,08:27.4,8,25,2.0,1,1,left_to_right,1,off_ball_run,2,coming_short,63540,Adriana,16,LW,149882,K. Abello,2,LB,2334,Orlando Pride,-11.43,26.09,1,wide_left,2,middle_third,False,-21.97,26.37,1,wide_left,1,defensive_third,False,8_72,5126,3,drawing,0,0,43,0,build_up,10,high_block,False,False,10.58,178.48,2,backward,False,False,17.36,2,running,1.42,1.91,0.49,1.12,0.49,12.55,22.46,9.91,51.38,52.01,0.63,True,True,3,ahead,3,ahead,31.4,12.01,-42.46,30.91,1,wide_left,1,defensive_third,False,-33.73,28.82,1,wide_left,1,defensive_third,False,True,True,False,False,True,0.0007,0.6031,0.9199,True,True,0,False,,,,True,4,3,-1,True,True,True
1_28,28,1875301,5156,5164,08:27.6,08:28.4,8,27,0.8,1,2,right_to_left,1,off_ball_run,4,dropping_off,119153,T. Rodman,17,RW,68518,L. Santos,12,LM,2333,Washington,33.42,-31.84,5,wide_right,3,attacking_third,False,29.67,-31.88,5,wide_right,3,attacking_third,False,8_74,5160,3,drawing,0,0,44,5,chaotic,5,chaotic,False,False,3.75,-179.39,2,backward,False,False,16.85,2,running,3.28,4.54,1.26,42.73,41.13,9.31,11.46,2.15,9.77,11.37,1.6,False,False,3,ahead,3,ahead,13.02,10.11,25.93,-21.19,5,wide_right,3,attacking_third,False,25.12,-22.85,5,wide_right,3,attacking_third,False,False,False,,False,False,0.0033,0.9361,0.8639,True,True,0,False,,,,True,4,3,-1,True,True,
1_29,29,1875301,5185,5211,08:30.5,08:33.1,8,30,2.6,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,22542,Marta,19,CF,63540,Adriana,16,LW,2334,Orlando Pride,-12.27,3.0,3,center,2,middle_third,False,-1.85,10.01,2,half_space_left,2,middle_third,False,8_75,5168,3,drawing,0,0,45,5,chaotic,5,chaotic,False,False,13.32,33.93,1,forward,True,False,18.4,2,running,10.19,10.57,0.38,1.34,6.5,13.61,8.35,-5.26,51.16,46.0,-5.16,True,True,3,ahead,3,ahead,24.75,17.1,-20.2,26.45,1,wide_left,1,defensive_third,False,-5.31,26.76,1,wide_left,2,middle_third,False,False,False,,False,False,0.0163,0.8624,0.9082,True,False,0,False,,,,True,3,3,0,True,True,
1_30,30,1875301,5986,6015,09:50.6,09:53.5,9,50,2.9,1,2,right_to_left,1,off_ball_run,5,overlap,662391,R. Kouassi,16,LW,62527,A. Hatch,19,CF,2333,Washington,4.81,25.75,1,wide_left,2,middle_third,False,23.17,31.19,1,wide_left,3,attacking_third,False,8_91,5984,3,drawing,0,0,53,4,transition,11,defending_transition,False,False,18.72,16.5,1,forward,False,False,24.08,3,hsr,2.06,5.24,3.19,16.61,27.75,11.8,4.58,-7.22,35.89,24.75,-11.14,False,False,1,behind,3,ahead,11.44,13.31,9.56,15.34,2,half_space_left,2,middle_third,False,16.67,19.57,2,half_space_left,2,middle_third,False,True,True,True,False,False,0.0069,0.7562,0.9719,True,True,0,False,,,,True,3,5,2,True,True,True
