event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_10,10,1875301,909,909,01:22.9,01:22.9,1,22,0.0,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,-3.17,-24.87,5,wide_right,2,middle_third,False,-3.17,-24.87,5,wide_right,2,middle_third,False,3,drawing,0,0,11,4,True,False,False,True,2,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,,,,,False,False,0.0,29.41,1,forward,,,4.52,1,jogging,0.81,0.81,0.0,15.42,15.42,18.59,18.59,0.0,37.08,37.08,0.0,True,True,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,2,unsuccessful,7_28,,62527,A. Hatch,19.0,CF,5.97,-25.84,5,wide_right,2,middle_third,False,,,,,,,,0.4923,True,0.0028,False,3,0,0,0,0,0,2,0,0,1,2,,,,,5,5,True,4411.0,2,,,,,,,,9.19,1,short,-6.06,1,forward,,,,,,,True,9,5,4,9,9,0,True,True,True,True,False
8_11,11,1875301,936,957,01:25.6,01:27.7,1,25,2.1,1,2,right_to_left,8,player_possession,119153,T. Rodman,17,RW,2333,Washington,5.84,-30.13,5,wide_right,2,middle_third,False,3.55,-29.81,5,wide_right,2,middle_third,False,3,drawing,0,0,11,5,False,True,True,False,2,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,5,chaotic,,,,,False,False,2.57,172.05,2,backward,False,False,4.46,1,jogging,0.94,0.66,-0.28,14.5,13.52,8.66,9.97,1.31,38.0,38.98,0.98,False,False,3,keep_possession,1,pass,False,False,True,False,False,False,False,,,,,,,2,unsuccessful,7_33,,62527,A. Hatch,19.0,CF,1.51,-27.23,5,wide_right,2,middle_third,False,,,,,,,,0.3815,True,0.0017,False,3,0,0,0,0,0,1,0,0,1,2,2,3,1,1,2,2,True,4411.0,2,,False,False,,,,,3.29,1,short,128.33,3,sideway_left,,,,,,,False,6,8,-2,6,4,-2,True,True,,True,False
8_12,12,1875301,997,1012,01:31.7,01:33.2,1,31,1.5,1,1,left_to_right,8,player_possession,149954,K. Strom,4,LCB,2334,Orlando Pride,-28.58,28.43,1,wide_left,1,defensive_third,False,-37.9,29.84,1,wide_left,1,defensive_third,False,3,drawing,0,0,12,6,True,False,True,True,1,False,5,chaotic,5,chaotic,6,direct,15,defending_direct,5,chaotic,5,chaotic,,,,,False,False,8.91,171.4,2,backward,False,False,22.62,3,hsr,4.74,4.66,-0.07,7.15,4.0,35.73,41.9,6.17,45.35,48.5,3.15,False,False,2,pass_interception,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_34,False,149873,A. Moorhouse,1.0,GK,-47.32,13.57,2,half_space_left,1,defensive_third,False,-47.12,16.64,2,half_space_left,1,defensive_third,False,0.9957,False,0.0,False,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,False,,,,,,,,,,18.8,2,medium,-120.07,4,sideway_right,17.24,2,medium,-101.92,4,sideway_right,False,10,10,0,10,10,0,True,True,True,True,False
8_13,13,1875301,1028,1028,01:34.8,01:34.8,1,34,0.0,1,1,left_to_right,8,player_possession,149873,A. Moorhouse,1,GK,2334,Orlando Pride,-47.12,16.64,2,half_space_left,1,defensive_third,False,-47.12,16.64,2,half_space_left,1,defensive_third,False,3,drawing,0,0,13,1,False,True,True,True,1,True,6,direct,15,defending_direct,12,defending_quick_break,3,quick_break,5,chaotic,5,chaotic,,,,,False,False,0.0,64.07,3,sideway_left,,,8.35,1,jogging,6.68,6.68,0.0,1.45,1.45,48.57,48.57,0.0,51.05,51.05,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,-101.92,4,sideway_right,17.24,2,medium,2,unsuccessful,7_37,,63540,Adriana,16.0,LW,-15.73,27.44,1,wide_left,2,middle_third,False,,,,,,,,0.7138,False,0.0003,False,5,0,0,0,0,0,5,0,0,3,2,,,,,10,10,False,,,,,,,,,,33.2,3,long,18.99,1,forward,,,,,,,True,10,6,4,10,10,0,True,True,True,True,False
8_14,14,1875301,1048,1048,01:36.8,01:36.8,1,36,0.0,1,2,right_to_left,8,player_possession,627216,P. Metayer,8,RB,2333,Washington,11.29,-31.14,5,wide_right,2,middle_third,False,11.29,-31.14,5,wide_right,2,middle_third,False,3,drawing,0,0,14,1,True,False,False,True,2,False,3,quick_break,12,defending_quick_break,2,finish,8,low_block,15,defending_direct,6,direct,,,,,False,False,0.0,-131.91,4,sideway_right,,,11.37,1,jogging,3.57,3.57,0.0,40.09,40.09,28.8,28.8,0.0,12.41,12.41,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,1,successful,,,815170,H. Hershfelt,14.0,RM,10.38,-21.68,5,wide_right,2,middle_third,False,11.06,-21.99,5,wide_right,2,middle_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,,,,,,,,,,,,,,,,,10.62,1,short,72.91,3,sideway_left,,,,,8,8,0,True,True,True,True,False
8_15,15,1875301,1063,1103,01:38.3,01:42.3,1,38,4.0,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,11.06,-21.99,5,wide_right,2,middle_third,False,21.62,-20.61,5,wide_right,3,attacking_third,False,3,drawing,0,0,14,2,False,False,True,False,2,False,3,quick_break,12,defending_quick_break,2,finish,8,low_block,15,defending_direct,6,direct,,,,,False,False,11.79,7.45,1,forward,False,False,10.57,1,jogging,7.59,2.38,-5.21,34.28,30.26,23.22,8.64,-14.58,18.22,22.24,4.02,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,72.91,3,sideway_left,10.62,1,short,2,unsuccessful,7_42,,62527,A. Hatch,19.0,CF,27.93,-14.54,4,half_space_right,3,attacking_third,False,,,,,,,,0.4939,True,0.012,False,8,0,2,0,2,0,7,0,1,6,1,5,4,4,7,3,5,False,,,,,,,,,,8.76,1,short,43.89,1,forward,,,,,,,True,7,4,3,7,8,1,True,True,True,,False
8_16,16,1875301,1151,1151,01:47.1,01:47.1,1,47,0.0,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,23.32,-13.39,4,half_space_right,3,attacking_third,False,23.32,-13.39,4,half_space_right,3,attacking_third,False,3,drawing,0,0,15,1,False,False,False,True,7,True,2,finish,8,low_block,5,chaotic,5,chaotic,3,quick_break,12,defending_quick_break,,,,,False,False,0.0,86.31,3,sideway_left,,,6.85,1,jogging,2.33,2.33,0.0,36.06,36.06,12.74,12.74,0.0,16.44,16.44,0.0,True,True,3,keep_possession,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,7_49,False,68518,L. Santos,12.0,LM,24.52,-8.54,3,center,3,attacking_third,False,27.04,-5.12,3,center,3,attacking_third,False,0.9433,False,0.0111,False,3,0,0,0,0,0,0,0,1,2,0,,,,,5,5,False,,,,,,,,,,5.0,1,short,76.1,3,sideway_left,4.46,1,short,44.91,1,forward,False,8,7,1,8,8,0,True,True,,True,False
8_17,17,1875301,1161,1171,01:48.1,01:49.1,1,48,1.0,1,2,right_to_left,8,player_possession,68518,L. Santos,12,LM,2333,Washington,27.04,-5.12,3,center,3,attacking_third,False,29.48,-1.02,3,center,3,attacking_third,False,3,drawing,0,0,15,2,False,False,False,False,7,True,2,finish,8,low_block,5,chaotic,5,chaotic,3,quick_break,12,defending_quick_break,,,,,False,False,4.78,59.24,3,sideway_left,False,False,17.07,2,running,1.94,1.29,-0.65,35.62,36.41,8.58,6.93,-1.65,16.88,16.09,-0.79,True,True,1,pass_reception,1,pass,False,True,True,False,False,False,False,44.91,1,forward,4.46,1,short,1,successful,7_52,False,59727,C. Krueger,2.0,LB,22.36,10.72,2,half_space_left,3,attacking_third,False,27.6,13.25,2,half_space_left,3,attacking_third,False,0.9828,False,0.0183,False,3,1,0,0,0,0,1,0,2,1,0,3,3,1,1,4,4,False,,,,,,,,,,13.73,1,short,121.24,3,sideway_left,12.84,1,short,149.48,2,backward,False,7,8,-1,7,7,0,True,True,True,True,False
8_18,18,1875301,1189,1189,01:50.9,01:50.9,1,50,0.0,1,2,right_to_left,8,player_possession,59727,C. Krueger,2,LB,2333,Washington,27.6,13.25,2,half_space_left,3,attacking_third,False,27.6,13.25,2,half_space_left,3,attacking_third,False,3,drawing,0,0,15,3,False,True,True,False,7,True,2,finish,8,low_block,5,chaotic,5,chaotic,3,quick_break,12,defending_quick_break,,,,,False,False,0.0,10.98,1,forward,,,5.03,1,jogging,7.3,7.3,0.0,38.47,38.47,10.87,10.87,0.0,14.03,14.03,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,149.48,2,backward,12.84,1,short,2,unsuccessful,7_56,,815174,M. Morris,19.0,CF,38.17,-2.93,3,center,3,attacking_third,True,,,,,,,,0.4036,True,0.052,True,3,1,0,0,0,0,3,1,0,2,0,,,,,5,5,False,,,,,,,,,,19.33,2,medium,-56.84,4,sideway_right,,,,,,,True,8,2,6,8,8,0,True,True,True,True,False
8_19,19,1875301,1206,1206,01:52.6,01:52.6,1,52,0.0,1,1,left_to_right,8,player_possession,149954,K. Strom,4,LCB,2334,Orlando Pride,-44.5,2.5,3,center,1,defensive_third,False,-44.5,2.5,3,center,1,defensive_third,False,3,drawing,0,0,15,1,True,True,True,True,7,True,14,disruption,14,disruption,5,chaotic,5,chaotic,3,quick_break,12,defending_quick_break,,,,,False,False,0.0,164.8,2,backward,,,12.9,1,jogging,1.27,1.27,0.0,-7.49,-7.49,37.01,37.01,0.0,59.99,59.99,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,2,unsuccessful,,,151151,H. McCutcheon,12.0,LM,-39.09,0.26,3,center,1,defensive_third,False,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
8_20,20,1875301,1222,1230,01:54.2,01:55.0,1,54,0.8,1,2,right_to_left,8,player_possession,68518,L. Santos,12,LM,2333,Washington,37.02,-1.2,3,center,3,attacking_third,True,34.9,-2.31,3,center,3,attacking_third,False,3,drawing,0,0,15,1,True,False,False,True,7,True,2,finish,8,low_block,5,chaotic,5,chaotic,3,quick_break,12,defending_quick_break,,,,,False,False,2.44,-152.36,2,backward,False,False,10.96,1,jogging,1.1,0.58,-0.52,45.93,44.15,8.91,9.25,0.34,6.57,8.35,1.78,True,True,2,pass_interception,1,pass,False,True,True,False,False,False,False,,,,,,,1,successful,7_59,False,815170,H. Hershfelt,14.0,RM,25.42,-1.86,3,center,3,attacking_third,False,25.64,-1.91,3,center,3,attacking_third,False,0.9239,False,0.0117,False,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,4,False,,,,,,,,,,9.49,1,short,177.28,2,backward,7.49,1,short,-171.71,2,backward,False,7,9,-2,7,7,0,True,True,True,True,False
