event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,second_last_line_break,last_line_break,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_111,111,1875301,9061,9061,14:58.1,14:58.1,14,58,0.0,1,1,left_to_right,8,player_possession,149954,K. Strom,4,LCB,2334,Orlando Pride,-37.89,19.3,2,half_space_left,1,defensive_third,False,-37.89,19.3,2,half_space_left,1,defensive_third,False,3,drawing,0,0,66,1,True,True,True,True,5,True,14,disruption,14,disruption,9,medium_block,1,create,1,create,9,medium_block,,,,,False,False,0.0,169.15,2,backward,,,8.82,1,jogging,2.74,2.74,0.0,-3.85,-3.85,34.04,34.04,0.0,56.35,56.35,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,False,False,False,,,,,,,2,unsuccessful,,,63540,Adriana,16.0,LW,-30.08,24.72,1,wide_left,1,defensive_third,False,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
8_112,112,1875301,9094,9113,15:01.4,15:03.3,15,1,1.9,1,2,right_to_left,8,player_possession,149990,T. McKeown,6,RCB,2333,Washington,12.52,-28.84,5,wide_right,2,middle_third,False,12.73,-29.01,5,wide_right,2,middle_third,False,3,drawing,0,0,66,1,True,False,False,True,5,True,2,finish,8,low_block,9,medium_block,1,create,1,create,9,medium_block,,,,,False,False,1.44,-38.99,1,forward,,,3.03,1,jogging,11.67,7.9,-3.77,35.13,31.41,22.61,18.68,-3.93,17.37,21.09,3.72,False,False,2,pass_interception,1,pass,False,False,False,False,False,False,False,,,,,,,1,successful,7_313,False,815170,H. Hershfelt,14.0,RM,15.23,-20.88,5,wide_right,2,middle_third,False,16.03,-22.03,5,wide_right,2,middle_third,False,0.9805,False,0.0027,False,4,0,0,0,0,0,2,0,0,4,0,3,4,2,2,8,8,True,541.0,2,,False,False,,,,,8.51,1,short,72.91,3,sideway_left,8.22,1,short,63.65,3,sideway_left,False,9,9,0,9,9,0,True,True,True,True,False
8_113,113,1875301,9123,9136,15:04.3,15:05.6,15,4,1.3,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,16.03,-22.03,5,wide_right,2,middle_third,False,18.23,-23.65,5,wide_right,3,attacking_third,False,3,drawing,0,0,66,2,False,False,True,False,5,True,2,finish,8,low_block,9,medium_block,1,create,1,create,9,medium_block,,,8,goal_kick_against,False,False,2.55,-36.37,1,forward,False,False,7.56,1,jogging,6.94,5.85,-1.08,30.8,31.77,14.77,13.54,-1.23,21.7,20.73,-0.97,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,63.65,3,sideway_left,8.22,1,short,2,unsuccessful,7_319,,815174,M. Morris,19.0,CF,29.44,-22.38,5,wide_right,3,attacking_third,False,,,,,,,,0.7364,False,0.0064,False,4,0,3,0,3,0,3,0,0,4,0,2,3,1,3,6,7,True,541.0,2,,True,False,2,second_last,1,through,11.28,1,short,6.46,1,forward,,,,,,,True,9,4,5,9,9,0,True,True,True,,False
8_114,114,1875301,9508,9508,15:42.8,15:42.8,15,42,0.0,1,2,right_to_left,8,player_possession,627216,P. Metayer,8,RB,2333,Washington,2.42,-23.38,5,wide_right,2,middle_third,False,2.42,-23.38,5,wide_right,2,middle_third,False,3,drawing,0,0,68,1,False,True,True,True,1,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,9,medium_block,1,create,8,goal_kick_against,,,False,False,0.0,-84.21,4,sideway_right,,,9.96,1,jogging,2.06,2.06,0.0,31.32,31.32,28.9,28.9,0.0,21.18,21.18,0.0,False,False,13,unknown,1,pass,True,False,False,False,True,False,False,,,,,,,1,successful,,,68518,L. Santos,12.0,LM,9.03,-20.44,5,wide_right,2,middle_third,False,8.48,-25.3,5,wide_right,2,middle_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,6,6,,,,,,,,,,,,,,,,,9.68,1,short,43.07,1,forward,,,,,8,8,0,True,True,,True,False
8_115,115,1875301,9539,9539,15:45.9,15:45.9,15,45,0.0,1,1,left_to_right,8,player_possession,151151,H. McCutcheon,12,LM,2334,Orlando Pride,-10.75,27.58,1,wide_left,2,middle_third,False,-10.75,27.58,1,wide_left,2,middle_third,False,3,drawing,0,0,69,2,True,True,True,True,1,True,5,chaotic,5,chaotic,9,medium_block,1,create,5,chaotic,5,chaotic,,,,,False,False,0.0,-146.31,2,backward,,,2.46,1,jogging,1.53,1.53,0.0,6.09,6.09,16.84,16.84,0.0,46.41,46.41,0.0,True,True,4,recovery,1,pass,True,False,False,False,True,False,False,,,,,,,2,unsuccessful,7_320,,63540,Adriana,16.0,LW,-8.13,25.11,1,wide_left,2,middle_third,False,,,,,,,,0.4707,True,0.0026,False,2,0,0,0,0,0,0,0,0,0,2,,,,,4,4,False,,,,,,,,,,3.6,1,short,-43.31,1,forward,,,,,,,False,6,5,1,6,6,0,True,True,,True,False
8_116,116,1875301,9558,9558,15:47.8,15:47.8,15,47,0.0,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,4.71,-19.3,4,half_space_right,2,middle_third,False,4.71,-19.3,4,half_space_right,2,middle_third,False,3,drawing,0,0,70,1,True,False,False,True,5,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,0.0,-46.51,4,sideway_right,,,3.7,1,jogging,2.53,2.53,0.0,21.76,21.76,17.05,17.05,0.0,30.74,30.74,0.0,True,True,4,recovery,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,7_323,False,627216,P. Metayer,8.0,RB,0.54,-26.88,5,wide_right,2,middle_third,False,-0.04,-26.61,5,wide_right,2,middle_third,False,0.9694,False,0.0007,False,3,0,1,1,0,0,1,0,0,3,0,,,,,5,5,True,4321.0,3,False,False,False,,,,,8.65,1,short,-118.82,4,sideway_right,8.83,1,short,-112.58,4,sideway_right,False,8,9,-1,8,8,0,True,True,,True,False
8_117,117,1875301,9567,9575,15:48.7,15:49.5,15,48,0.8,1,2,right_to_left,8,player_possession,627216,P. Metayer,8,RB,2333,Washington,-0.04,-26.61,5,wide_right,2,middle_third,False,-0.21,-26.53,5,wide_right,2,middle_third,False,3,drawing,0,0,70,2,False,False,False,False,5,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,0.24,154.8,2,backward,,,1.17,1,jogging,6.45,4.37,-2.08,20.67,20.15,20.71,20.36,-0.35,31.83,32.35,0.52,False,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-112.58,4,sideway_right,8.83,1,short,1,successful,7_326,False,57072,E. Morgan,4.0,LCB,-7.1,-9.96,4,half_space_right,2,middle_third,False,-8.13,-10.45,4,half_space_right,2,middle_third,False,0.9897,False,0.0004,False,2,0,1,1,0,0,1,0,0,2,0,2,2,1,1,6,6,True,4321.0,3,False,False,False,,,,,17.95,2,medium,112.58,3,sideway_left,18.48,2,medium,106.41,3,sideway_left,False,9,10,-1,9,9,0,True,True,True,True,False
8_118,118,1875301,9590,9590,15:51.0,15:51.0,15,51,0.0,1,2,right_to_left,8,player_possession,57072,E. Morgan,4,LCB,2333,Washington,-8.13,-10.45,4,half_space_right,2,middle_third,False,-8.13,-10.45,4,half_space_right,2,middle_third,False,3,drawing,0,0,70,3,False,False,False,False,5,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,0.0,-108.89,4,sideway_right,,,2.84,1,jogging,4.71,4.71,0.0,19.2,19.2,27.33,27.33,0.0,33.3,33.3,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,106.41,3,sideway_left,18.48,2,medium,1,successful,7_328,False,815170,H. Hershfelt,14.0,RM,-0.89,-15.7,4,half_space_right,2,middle_third,False,-1.11,-14.81,4,half_space_right,2,middle_third,False,0.9844,False,0.0014,False,2,0,1,1,0,0,1,0,0,2,0,,,,,8,8,True,442.0,3,True,False,False,1,first,1,through,8.94,1,short,-35.95,1,forward,9.21,1,short,-34.07,1,forward,True,10,8,2,10,10,0,True,True,True,True,False
8_119,119,1875301,9596,9607,15:51.6,15:52.7,15,51,1.1,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,-1.11,-14.81,4,half_space_right,2,middle_third,False,0.68,-16.58,4,half_space_right,2,middle_third,False,3,drawing,0,0,70,4,False,False,False,False,5,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,2.18,-44.68,1,forward,False,False,8.22,1,jogging,2.66,0.7,-1.96,18.89,18.61,20.0,17.93,-2.07,33.61,33.89,0.28,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,-34.07,1,forward,9.21,1,short,1,successful,7_331,False,68518,L. Santos,12.0,LM,5.5,-22.36,5,wide_right,2,middle_third,False,8.1,-22.91,5,wide_right,2,middle_third,False,0.897,False,0.002,False,5,0,0,0,0,0,3,0,0,5,0,5,4,3,3,5,5,False,,,,,,,,,,7.53,1,short,-50.17,4,sideway_right,5.47,1,short,-67.52,4,sideway_right,True,8,6,2,8,8,0,True,True,True,True,False
8_120,120,1875301,9616,9635,15:53.6,15:55.5,15,53,1.9,1,2,right_to_left,8,player_possession,68518,L. Santos,12,LM,2333,Washington,8.1,-22.91,5,wide_right,2,middle_third,False,15.83,-26.96,5,wide_right,2,middle_third,False,3,drawing,0,0,70,5,False,False,True,False,5,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,8.46,-27.65,1,forward,False,False,16.46,2,running,3.02,1.07,-1.95,19.39,26.9,11.29,11.07,-0.22,33.11,25.6,-7.51,True,True,1,pass_reception,1,pass,False,False,True,False,False,False,False,-67.52,4,sideway_right,5.47,1,short,1,successful,7_335,False,119153,T. Rodman,17.0,RW,16.98,-31.75,5,wide_right,2,middle_third,False,17.31,-32.1,5,wide_right,2,middle_third,False,0.9297,False,0.0023,False,3,1,2,0,1,1,3,0,0,2,1,3,2,3,3,3,3,True,4321.0,3,False,False,False,,,,,4.93,1,short,-76.5,4,sideway_right,3.74,1,short,-79.38,4,sideway_right,False,6,6,0,6,6,0,True,True,True,True,False
8_121,121,1875301,9641,9660,15:56.1,15:58.0,15,56,1.9,1,2,right_to_left,8,player_possession,119153,T. Rodman,17,RW,2333,Washington,17.31,-32.1,5,wide_right,2,middle_third,False,17.45,-29.37,5,wide_right,2,middle_third,False,3,drawing,0,0,71,1,False,False,False,True,2,True,2,finish,8,low_block,15,defending_direct,6,direct,1,create,9,medium_block,,,,,False,False,3.36,87.06,3,sideway_left,False,False,7.01,1,jogging,2.14,1.42,-0.72,28.81,29.11,11.5,11.66,0.16,23.69,23.39,-0.3,False,True,1,pass_reception,5,possession_loss,False,False,True,False,False,False,False,-79.38,4,sideway_right,3.74,1,short,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,0,4,0,3,4,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,True,True,True,,False
8_122,122,1875301,9679,9724,15:59.9,16:04.4,15,59,4.5,1,2,right_to_left,8,player_possession,815174,M. Morris,19,CF,2333,Washington,25.25,-29.63,5,wide_right,3,attacking_third,False,34.84,-19.65,4,half_space_right,3,attacking_third,False,3,drawing,0,0,71,2,False,False,True,False,2,True,2,finish,8,low_block,15,defending_direct,6,direct,1,create,9,medium_block,,,8,goal_kick_against,False,False,15.42,46.14,3,sideway_left,False,True,12.71,1,jogging,0.58,2.35,1.77,30.85,41.46,5.6,6.62,1.02,21.65,11.04,-10.61,False,True,3,keep_possession,1,pass,False,False,True,False,False,False,False,,,,,,,2,unsuccessful,7_342,,119153,T. Rodman,17.0,RW,40.11,-26.37,5,wide_right,3,attacking_third,False,,,,,,,,0.4932,True,0.0168,False,3,1,0,0,0,0,2,1,0,1,1,2,2,0,2,2,1,False,,,,,,,,,,8.54,1,short,-51.9,4,sideway_right,,,,,,,True,5,1,4,5,3,-2,True,True,,,False
8_123,123,1875301,10067,10067,16:38.7,16:38.7,16,38,0.0,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,4.52,16.55,2,half_space_left,2,middle_third,False,4.52,16.55,2,half_space_left,2,middle_third,False,3,drawing,0,0,73,1,False,False,False,True,2,False,5,chaotic,5,chaotic,5,chaotic,5,chaotic,15,defending_direct,6,direct,8,goal_kick_against,,,False,False,0.0,156.41,2,backward,,,11.2,1,jogging,5.03,5.03,0.0,37.62,37.62,33.1,33.1,0.0,14.88,14.88,0.0,True,True,13,unknown,1,pass,True,False,False,False,True,False,False,,,,,,,1,successful,,,59727,C. Krueger,2.0,LB,-1.03,22.58,1,wide_left,2,middle_third,False,-0.26,27.04,1,wide_left,2,middle_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,5,5,,,,,,,,,,,,,,,,,3.5,1,short,130.83,3,sideway_left,,,,,8,8,0,True,True,,True,False
8_124,124,1875301,10082,10091,16:40.2,16:41.1,16,40,0.9,1,2,right_to_left,8,player_possession,59727,C. Krueger,2,LB,2333,Washington,-0.26,27.04,1,wide_left,2,middle_third,False,-1.75,30.41,1,wide_left,2,middle_third,False,3,drawing,0,0,73,2,False,False,False,False,2,False,5,chaotic,5,chaotic,5,chaotic,5,chaotic,15,defending_direct,6,direct,,,11,throw_in_for,False,False,3.32,113.85,3,sideway_left,False,False,14.7,1,jogging,3.82,1.4,-2.41,32.07,29.18,32.33,30.93,-1.4,20.43,23.32,2.89,False,False,1,pass_reception,1,pass,False,True,True,False,False,False,False,130.83,3,sideway_left,3.5,1,short,2,unsuccessful,7_345,,662391,R. Kouassi,16.0,LW,16.14,26.23,1,wide_left,2,middle_third,False,,,,,,,,0.6239,True,0.0026,False,3,1,0,0,0,0,2,0,0,1,2,2,3,2,2,6,6,False,,,,,,,,,,18.37,2,medium,-13.15,1,forward,,,,,,,True,9,4,5,9,8,-1,True,True,True,True,False
8_125,125,1875301,10165,10175,16:48.5,16:49.5,16,48,1.0,1,2,right_to_left,8,player_possession,62527,A. Hatch,19,CF,2333,Washington,23.88,28.4,1,wide_left,3,attacking_third,False,25.85,28.96,1,wide_left,3,attacking_third,False,3,drawing,0,0,74,3,False,True,True,False,2,True,5,chaotic,5,chaotic,10,high_block,0,build_up,5,chaotic,5,chaotic,11,throw_in_for,,,False,False,2.15,15.87,1,forward,False,False,7.84,1,jogging,1.83,1.16,-0.67,24.35,27.76,0.47,1.91,1.44,28.15,24.74,-3.41,False,False,7,throw_in_reception,5,possession_loss,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,-1,True,True,,,False
8_126,126,1875301,10177,10226,16:49.7,16:54.6,16,49,4.9,1,1,left_to_right,8,player_possession,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-27.1,-28.54,5,wide_right,1,defensive_third,False,-49.11,-31.9,5,wide_right,1,defensive_third,False,3,drawing,0,0,75,1,True,False,True,True,1,False,0,build_up,10,high_block,6,direct,15,defending_direct,5,chaotic,5,chaotic,,,7,goal_kick_for,False,False,23.27,-171.32,2,backward,False,False,17.16,2,running,1.2,1.18,-0.03,6.66,0.2,33.76,49.31,15.55,45.84,52.3,6.46,False,False,4,recovery,1,pass,False,False,True,False,False,False,False,,,,,,,2,unsuccessful,7_350,,817541,C. Dyke,8.0,RB,-41.6,-33.56,5,wide_right,1,defensive_third,False,,,,,,,,0.3259,True,0.0001,False,4,1,0,0,0,0,3,0,0,2,2,2,3,1,3,9,8,False,,,,,,,,,,7.69,1,short,-12.46,1,forward,,,,,,,True,10,9,1,10,10,0,True,True,,True,False
8_127,127,1875301,10479,10479,17:19.9,17:19.9,17,19,0.0,1,1,left_to_right,8,player_possession,151151,H. McCutcheon,12,LM,2334,Orlando Pride,-9.77,15.25,2,half_space_left,2,middle_third,False,-9.77,15.25,2,half_space_left,2,middle_third,False,3,drawing,0,0,76,1,False,True,True,True,2,True,6,direct,15,defending_direct,5,chaotic,5,chaotic,0,build_up,10,high_block,7,goal_kick_for,,,False,False,0.0,-13.88,1,forward,,,6.17,1,jogging,5.64,5.64,0.0,5.24,5.24,15.01,15.01,0.0,47.26,47.26,0.0,True,True,9,goal_kick_reception,1,pass,True,False,False,False,True,False,False,,,,,,,1,successful,7_354,,62445,B. Banda,19.0,CF,1.83,9.9,2,half_space_left,2,middle_third,False,1.63,11.53,2,half_space_left,2,middle_third,False,0.4438,True,0.0104,False,3,1,0,0,0,0,3,0,0,1,2,,,,,3,3,False,,,,,,,,,,12.77,1,short,-24.76,1,forward,10.7,1,short,-28.53,1,forward,True,5,4,1,5,5,0,True,True,,True,False
8_128,128,1875301,10502,10507,17:22.2,17:22.7,17,22,0.5,1,2,right_to_left,8,player_possession,815170,H. Hershfelt,14,RM,2333,Washington,-1.21,-11.17,4,half_space_right,2,middle_third,False,-2.64,-9.93,4,half_space_right,2,middle_third,False,3,drawing,0,0,77,1,True,False,False,True,2,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,15,defending_direct,6,direct,,,,,False,False,1.52,139.07,2,backward,,,13.58,1,jogging,0.8,0.43,-0.36,35.03,33.18,36.24,35.82,-0.42,17.47,19.32,1.85,True,True,4,recovery,1,pass,False,True,False,False,False,False,False,,,,,,,1,successful,7_356,False,57072,E. Morgan,4.0,LCB,-8.64,-3.56,3,center,2,middle_third,False,-9.92,-2.34,3,center,2,middle_third,False,0.9025,False,0.0007,False,4,0,0,0,0,0,1,0,0,3,1,,,,,5,5,False,,,,,,,,,,8.75,1,short,133.29,3,sideway_left,6.02,1,short,153.22,2,backward,False,8,9,-1,8,8,0,True,True,,True,False
8_129,129,1875301,10521,10521,17:24.1,17:24.1,17,24,0.0,1,2,right_to_left,8,player_possession,57072,E. Morgan,4,LCB,2333,Washington,-9.92,-2.34,3,center,2,middle_third,False,-9.92,-2.34,3,center,2,middle_third,False,3,drawing,0,0,77,2,False,True,True,False,2,True,5,chaotic,5,chaotic,5,chaotic,5,chaotic,15,defending_direct,6,direct,,,,,False,False,0.0,86.93,3,sideway_left,,,4.11,1,jogging,2.98,2.98,0.0,28.07,28.07,37.99,37.99,0.0,24.43,24.43,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,153.22,2,backward,6.02,1,short,2,unsuccessful,7_361,,62527,A. Hatch,19.0,CF,14.82,0.86,3,center,2,middle_third,False,,,,,,,,0.5144,True,0.0057,False,5,0,0,0,0,0,4,0,0,4,1,,,,,6,6,False,,,,,,,,,,24.95,2,medium,7.37,1,forward,,,,,,,True,9,4,5,9,9,0,True,True,True,True,False
8_130,130,1875301,10531,10531,17:25.1,17:25.1,17,25,0.0,1,1,left_to_right,8,player_possession,62389,Angelina,14,RM,2334,Orlando Pride,-7.89,3.02,3,center,2,middle_third,False,-7.89,3.02,3,center,2,middle_third,False,3,drawing,0,0,78,3,True,False,False,True,3,True,5,chaotic,5,chaotic,9,medium_block,1,create,5,chaotic,5,chaotic,,,,,False,False,0.0,69.08,3,sideway_left,,,5.56,1,jogging,6.16,6.16,0.0,15.82,15.82,23.71,23.71,0.0,36.68,36.68,0.0,True,True,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,1,successful,7_365,,22542,Marta,19.0,CF,4.15,0.13,3,center,2,middle_third,False,0.99,2.05,3,center,2,middle_third,False,0.6295,True,0.0044,False,3,0,0,0,0,0,3,0,0,2,1,,,,,5,5,False,,,,,,,,,,12.38,1,short,-13.5,1,forward,12.41,1,short,-12.76,1,forward,True,7,6,1,7,7,0,True,True,True,True,False
8_131,131,1875301,10548,10548,17:26.8,17:26.8,17,26,0.0,1,1,left_to_right,8,player_possession,22542,Marta,19,CF,2334,Orlando Pride,0.78,2.18,3,center,2,middle_third,False,0.78,2.18,3,center,2,middle_third,False,3,drawing,0,0,78,4,False,False,False,False,3,True,5,chaotic,5,chaotic,9,medium_block,1,create,5,chaotic,5,chaotic,,,,,False,False,0.0,145.86,2,backward,,,10.15,1,jogging,0.76,0.76,0.0,14.15,14.15,13.37,13.37,0.0,38.35,38.35,0.0,True,True,1,pass_reception,1,pass,True,False,False,False,False,False,False,-12.76,1,forward,12.41,1,short,1,successful,7_369,False,151151,H. McCutcheon,12.0,LM,-5.54,6.72,3,center,2,middle_third,False,-5.46,8.47,3,center,2,middle_third,False,0.8846,False,0.0018,False,2,0,0,0,0,0,0,0,0,2,0,,,,,3,3,True,424.0,3,False,False,False,,,,,7.78,1,short,144.31,2,backward,6.86,1,short,142.16,2,backward,False,6,7,-1,6,6,0,True,True,True,True,False
8_132,132,1875301,10563,10563,17:28.3,17:28.3,17,28,0.0,1,1,left_to_right,8,player_possession,151151,H. McCutcheon,12,LM,2334,Orlando Pride,-5.46,8.47,3,center,2,middle_third,False,-5.46,8.47,3,center,2,middle_third,False,3,drawing,0,0,78,5,False,True,True,False,3,True,5,chaotic,5,chaotic,9,medium_block,1,create,5,chaotic,5,chaotic,,,,,False,False,0.0,76.5,3,sideway_left,,,3.7,1,jogging,2.7,2.7,0.0,14.77,14.77,20.23,20.23,0.0,37.73,37.73,0.0,True,True,1,pass_reception,1,pass,True,False,False,False,False,False,False,142.16,2,backward,6.86,1,short,1,successful,7_370,False,63540,Adriana,16.0,LW,9.04,11.76,2,half_space_left,2,middle_third,False,5.61,14.03,2,half_space_left,2,middle_third,False,0.6446,True,0.0048,False,1,0,0,0,0,0,1,0,0,0,1,,,,,4,4,False,,,,,,,,,,14.87,1,short,12.78,1,forward,13.98,1,short,4.14,1,forward,True,7,3,4,7,7,0,True,True,True,True,False
8_133,133,1875301,10577,10587,17:29.7,17:30.7,17,29,1.0,1,2,right_to_left,8,player_possession,627216,P. Metayer,8,RB,2333,Washington,-4.76,-13.55,4,half_space_right,2,middle_third,False,-0.93,-13.09,4,half_space_right,2,middle_third,False,3,drawing,0,0,79,1,True,False,False,True,2,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,3.92,6.85,1,forward,False,False,14.1,1,jogging,0.75,0.9,0.15,18.88,18.43,23.64,19.36,-4.28,33.62,34.07,0.45,True,True,4,recovery,1,pass,False,True,True,False,False,False,False,,,,,,,1,successful,7_373,False,815174,M. Morris,19.0,CF,12.63,-17.27,4,half_space_right,2,middle_third,False,12.86,-20.12,4,half_space_right,2,middle_third,False,0.8442,False,0.0038,False,5,0,0,0,0,0,4,0,0,4,1,3,5,3,5,5,6,False,,,,,,,,,,14.19,1,short,-17.13,1,forward,12.53,1,short,-17.13,1,forward,True,7,4,3,7,7,0,True,True,,True,False
8_134,134,1875301,10606,10611,17:32.6,17:33.1,17,32,0.5,1,2,right_to_left,8,player_possession,815174,M. Morris,19,CF,2333,Washington,12.86,-20.12,4,half_space_right,2,middle_third,False,13.63,-20.77,5,wide_right,2,middle_third,False,3,drawing,0,0,79,2,False,False,True,False,2,False,1,create,9,medium_block,2,finish,8,low_block,5,chaotic,5,chaotic,,,,,False,False,0.75,-40.17,1,forward,,,7.77,1,jogging,2.1,1.8,-0.3,21.24,23.27,8.38,9.64,1.26,31.26,29.23,-2.03,True,False,1,pass_reception,1,pass,False,True,False,False,False,False,False,-17.13,1,forward,12.53,1,short,2,unsuccessful,7_377,,119153,T. Rodman,17.0,RW,15.98,-24.39,5,wide_right,2,middle_third,False,,,,,,,,0.7506,False,0.0078,False,2,2,0,0,0,0,0,0,1,1,0,,,,,2,1,False,,,,,,,,,,4.32,1,short,-57.01,4,sideway_right,,,,,,,False,5,3,2,5,4,-1,True,True,True,True,False
